,recipient_name_clean,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year
22070,net direct systems,26564471.590000007,26564471.590000007,738.0,63.76705387205387,23042725.264781147,1.0,NET DIRECT SYSTEMS  LLC,,SMALL BUSINESS,2018
22071,net esolutions,1115651881.92,43021032628.42,14986.0,65.31667658866186,9637925.30444694,1.0,NET ESOLUTIONS CORPORATION,,SMALL BUSINESS,2018
22072,netimpact strategies,182094104.47,550313353.7,15962.0,40.51063557901793,6860434.064099422,1.0,NETIMPACT STRATEGIES  INC,,SMALL BUSINESS,2018
22073,netizen,59384894.57,19920209894.57,6987.0,11.124285714285712,934404.7619047618,1.0,NETIZEN CORPORATION,,SMALL BUSINESS,2018
22074,netsecurity,12992474.440000001,145113671239.75995,2809.0,4.388888888888889,628614.0833333333,1.0,NETSECURITY CORPORATION,,SMALL BUSINESS,2018
22075,netstar1,2437984.9,1274483.22,0.0,250.0,50000000.0,1.0,NETSTAR-1  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22076,network and simulation technologies incorporated,102583051.83,3627950057175.8896,6542.0,50.79755449229134,4239185.273790536,1.0,NETWORK AND SIMULATION TECHNOLOGIES INCORPORATED,,SMALL BUSINESS,2018
22077,network designs,1993896927.7700002,4744809414.159999,7272.0,37.09675322061192,14525133.384408215,1.0,NETWORK DESIGNS  INC.,,SMALL BUSINESS,2018
22078,network enterprises,54116258.22,62476357.42,14.0,56.0,2700000.0,1.0,NETWORK ENTERPRISES INC,,OTHER THAN SMALL BUSINESS,2018
22079,network management resources,2589488669.92,3500233187.76,2548.0,90.94471153846155,12978161.346153846,1.0,NETWORK MANAGEMENT RESOURCES  INC.,,SMALL BUSINESS,2018
22080,network security systems plus,752911729.2500002,5095717828891.9,15886.0,63.215674603174605,9293001.294146825,1.0,NETWORK SECURITY SYSTEMS PLUS  INC.,,SMALL BUSINESS,2018
22081,network specialty,81566117.37,3628576910237.8604,10229.0,57.31904761904761,10518806.999999998,1.0,NETWORK SPECIALTY GROUP  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22082,networking technologies and support,15513679.86,15513679.86,130.0,134.5,11307470.0,1.0,NETWORKING TECHNOLOGIES AND SUPPORT  INC.,,SMALL BUSINESS,2018
22083,netzerrussell consulting,65931136.0,290338640652.0,522.0,23.833333333333332,2600000.0,1.0,NETZER-RUSSELL CONSULTING LLC,,SMALL BUSINESS,2018
22084,neumann brothers,32307922.740000006,232307922.74,80.0,125.0,63642760.0,1.0,NEUMANN BROTHERS  INC.,,OTHER THAN SMALL BUSINESS,2018
22085,neumann monson pc,54766213.47,54793641.02,190.0,47.0,9552369.0,1.0,NEUMANN MONSON PC,,OTHER THAN SMALL BUSINESS,2018
22086,neumedicines,177677090.32,664950890.32,73.0,10.75,2856250.0,1.0,NEUMEDICINES INC.,,SMALL BUSINESS,2018
22087,nevada strategic protective services,4129122432.710001,4129122432.710001,105.0,0.0,0.0,1.0,NEVADA STRATEGIC PROTECTIVE SERVICES  LLC,,OTHER THAN SMALL BUSINESS,2018
22088,new age development,22981440.380000003,35715166.24,101.0,6.0,7500000.0,1.0,NEW AGE DEVELOPMENT GROUP  LLC,,SMALL BUSINESS,2018
22089,new age protection,94702653.12,5078763461055.72,4686.0,184.82252454842916,6196750.068263264,1.0,NEW AGE PROTECTION  INC.,,SMALL BUSINESS,2018
22090,new bedford panoramex,57805994.93000001,741623232627.4199,8815.0,35.09035615285615,7798465.808984667,1.0,NEW BEDFORD PANORAMEX CORP.,,OTHER THAN SMALL BUSINESS,2018
22091,new directions technologies,1046173188.8699996,4740147993322.359,11163.0,225.05548358627104,21464207.43297012,1.0,NEW DIRECTIONS TECHNOLOGIES  INC.,,SMALL BUSINESS,2018
22092,new editions,127132279.58,438368072.74,6836.0,50.46605158730159,8379285.022213204,1.0,NEW EDITIONS  INC.,,SMALL BUSINESS,2018
22093,new england woodcraft,60535414.51000002,2558407680.1099997,24395.0,85.8708690903417,29884839.31346544,1.0,NEW ENGLAND WOODCRAFT  INC.,,OTHER THAN SMALL BUSINESS,2018
22094,new frontier aviation,80980323.13000001,193266883.28,167.0,10.0,1440000.0,1.0,NEW FRONTIER AVIATION INC,,SMALL BUSINESS,2018
22095,new hampshire higher education loan,422871063.97,25490571063.97001,354.0,2.0,109930984.0,1.0,NEW HAMPSHIRE HIGHER EDUCATION LOAN CORP,,OTHER THAN SMALL BUSINESS,2018
22096,new jersey institute technology,119732877.92,220355282.92000002,73.0,1258.7,309456440.9444444,1.0,NEW JERSEY INSTITUTE OF TECHNOLOGY,,OTHER THAN SMALL BUSINESS,2018
22097,new light technologies,47238398.31,70682829.11,695.0,29.861111111111107,5398333.333333334,1.0,NEW LIGHT TECHNOLOGIES  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22098,new mexico state university,745895542.3899999,4717087728866.459,371.0,3691.8436334498833,517821429.475505,1.0,NEW MEXICO STATE UNIVERSITY,OTHER,OTHER THAN SMALL BUSINESS,2018
22099,new mountain capital,1910028442.7700005,296059056939.85,10772.0,1616.897754637042,782058928.1117798,1.0,NEW MOUNTAIN CAPITAL  L.L.C.,,OTHER THAN SMALL BUSINESS,2018
22100,new river systems,138176183.68,2618003005806.3906,5735.0,30.410948773448773,8058621.933621934,1.0,NEW RIVER SYSTEMS CORPORATION,,SMALL BUSINESS,2018
22101,new south associates,58107603.70999999,176354372.51,468.0,58.64189103416077,5533153.587013651,1.0,NEW SOUTH ASSOCIATES  INC.,,SMALL BUSINESS,2018
22102,new south construction,1130104233.28,1400450025.2799995,69.0,150.0,165000000.0,1.0,NEW SOUTH CONSTRUCTION COMPANY  INC.,,OTHER THAN SMALL BUSINESS,2018
22103,new tech solutions,528153542.70000005,5190537938430.169,34387.0,28.748954664315978,55516496.40479767,1.0,NEW TECH SOLUTIONS  INC.,,SMALL BUSINESS,2018
22104,new year tech,144215787.27,156826587.27,3030.0,35.85,5051180.25,1.0,NEW YEAR TECH  INC.,,SMALL BUSINESS,2018
22105,new york city,283248701.61,557294779.74,278.0,53695.451751239525,7518270248.869493,1.0,THE NEW YORK CITY OF,,OTHER THAN SMALL BUSINESS,2018
22106,new york city health and hospitals,199532482.38,534463335.38,164.0,24190.012619047615,3173216858.3566666,1.0,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22107,new york university,163674009.85000002,350945608.09000003,681.0,7582.850406746032,941113637.50752,2.0,NEW YORK UNIVERSITY,,OTHER THAN SMALL BUSINESS,2018
22108,newbegin enterprises,204414468.47,378461623.21000004,168.0,17.0,16315101.077272728,1.0,NEWBEGIN ENTERPRISES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22109,newell rubbermaid,231843068.51000005,1972331177.11,16077.0,15560.070018796992,3948380922.4274015,1.0,NEWELL RUBBERMAID INC.,,OTHER THAN SMALL BUSINESS,2018
22110,newland entities,84197457.17,84197457.17,46.0,20.0,6000000.0,1.0,NEWLAND ENTITIES  INC.,,SMALL BUSINESS,2018
22111,newlink genetics,355858025.94,540486169.94,42.0,75.8125,28441583.333333336,1.0,NEWLINK GENETICS CORP,,SMALL BUSINESS,2018
22112,newview oklahoma,65015543.78,425625795.42,55.0,135.07142857142856,17585833.333333332,1.0,NEWVIEW OKLAHOMA  INC.,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22113,newwave telecom and technologies,325704308.21,3628253003330.97,14401.0,39.84491341991342,7035085.497835496,1.0,NEWWAVE TELECOM AND TECHNOLOGIES  INC.,,SMALL BUSINESS,2018
22114,newwavegdit,517556463.98,1312737889.98,194.0,0.0,1.0,1.0,NEWWAVE-GDIT  LLC,,SMALL BUSINESS,2018
22115,nexagen networks,547139286.57,641641032880.6101,12067.0,31.412609491957316,4558774.962792642,1.0,NEXAGEN NETWORKS INC,,SMALL BUSINESS,2018
22116,nexgen composites,90129473.51,127111470.45,533.0,11.323412698412696,788499.4305555555,1.0,NEXGEN COMPOSITES  LLC,,SMALL BUSINESS,2018
22117,nexgen data systems,273515306.8,2914958734898.9497,7264.0,30.54,3464980.8133333325,1.0,NEXGEN DATA SYSTEMS  INC.,,SMALL BUSINESS,2018
22118,nexgen technologies,234323212.98000002,587667545.21,8831.0,55.76831086968587,11452758.44048722,1.0,NEXGEN TECHNOLOGIES  INC.,,SMALL BUSINESS,2018
22119,nexight,54546786.85000001,252711378.2,7049.0,13.0,2213333.333333333,1.0,NEXIGHT GROUP LLC,,SMALL BUSINESS,2018
22120,next century,140795605.63,232413405.63,1390.0,116.07093253968254,32972948.575066134,1.0,NEXT CENTURY CORPORATION,,SMALL BUSINESS,2018
22121,next phase solutions and services,54207001.33,407056464.41,268.0,22.635714285714286,3000000.0,1.0,NEXT PHASE SOLUTIONS AND SERVICES  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22122,next tier concepts incorporated,223843365.27,5081223978201.109,7584.0,702.8966666666666,51563377.95333333,1.0,NEXT TIER CONCEPTS INCORPORATED,,OTHER THAN SMALL BUSINESS,2018
22123,nextech solutions,58512292.28,160094879638.83002,2121.0,17.793863584080974,10025556.399597425,1.0,NEXTECH SOLUTIONS LLC,,SMALL BUSINESS,2018
22124,nextera energy,1260871625.8799999,1264164694.62,35.0,12933.564814814814,11734664648.8,1.0,NEXTERA ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2018
22125,nextgen federal systems,96631613.15,115304172.04,7571.0,52.875,7687500.0,1.0,NEXTGEN FEDERAL SYSTEMS  LLC,,SMALL BUSINESS,2018
22126,nibor enterprises,515452090.0,791051374.0,165.0,6.0,5000000.0,1.0,"NIBOR ENTERPRISES, INC.",CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22127,nice systems incorporated,228190725.79000002,240000000.0,9.0,1200.0,400000000.0,1.0,NICE SYSTEMS INCORPORATED,,OTHER THAN SMALL BUSINESS,2018
22128,nika technologies,112569305.96000001,851827382.14,10409.0,36.52925908585738,6889935.897435898,1.0,NIKA TECHNOLOGIES  INC.,,SMALL BUSINESS,2018
22129,niking,166891574.1,166891574.1,74.0,57.166666666666664,24730384.0,1.0,NIKING CORPORATION,,SMALL BUSINESS,2018
22130,niksoft systems,548866320.1200001,5095278878583.83,9221.0,42.191913641913644,8329725.809496058,1.0,NIKSOFT SYSTEMS CORPORATION,,SMALL BUSINESS,2018
22131,nimbis services,72719735.0,122214735.0,30.0,12.0,2000000.0,1.0,NIMBIS SERVICES  INC.,,SMALL BUSINESS,2018
22132,nimbus consulting,62911152.91,176035865.67000002,20.0,4.0,837530.0,1.0,NIMBUS CONSULTING LLC,,SMALL BUSINESS,2018
22133,nippon telegraph and telephone,4895111.609999999,17267174.580000002,403.0,446.15784785034555,47774853.657969885,1.0,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,,SMALL BUSINESS,2018
22134,nish,3342691078.11,20744345124.89,43958.0,291.63767146072746,46269580.83015272,1.0,NISH,,OTHER THAN SMALL BUSINESS,2018
22135,nistac e,1083963303.86,4350461489.08,398.0,47000.0,9500000256.0,1.0,NISTAC E,,OTHER THAN SMALL BUSINESS,2018
22136,nitelines usa,71655466.15999998,127313020.91000001,1018.0,261.91054075589534,6910513.151449016,1.0,NITELINES USA  INC.,,SMALL BUSINESS,2018
22137,nlink lsg joint venture,32806647.91,37222682.35,191.0,3.333333333333334,9987182.8,1.0,N-LINK LSG JOINT VENTURE,,SMALL BUSINESS,2018
22138,nlogic,269885239.47999996,365033282.44,12179.0,55.42142857142857,5473562.232142856,1.0,NLOGIC  INC.,,SMALL BUSINESS,2018
22139,nlt,92595304.15,581101123574.71,12493.0,31.53001984126984,3764487.4199603177,1.0,NLT CORPORATION,,SMALL BUSINESS,2018
22140,nlt management services,72678895.6,974417496.74,105.0,9.438611821540212,565170.7480818415,1.0,NLT MANAGEMENT SERVICES LLC,,SMALL BUSINESS,2018
22141,nmi alaska,1128221114.25,2747191457.25,160.0,200.0,8000000.0,1.0,NMI ALASKA  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22142,nms management,59685288.650000006,100257775.57000002,101.0,189.74131944444446,3731328.125,1.0,NMS MANAGEMENT  INC.,,SMALL BUSINESS,2018
22143,noah enterprises,31003512.92,130003512.92,112.0,46.486111111111114,16906985.872222222,1.0,NOAH ENTERPRISES  INC.,,SMALL BUSINESS,2018
22144,nobis engineering,165032468.28000006,1294813961.2800002,2228.0,67.1,8789706.426190477,1.0,NOBIS ENGINEERING  INC.,,SMALL BUSINESS,2018
22145,noble americas gas power,56276287.69,56276287.69,336.0,0.0,0.0,1.0,NOBLE AMERICAS GAS & POWER CORP.,,OTHER THAN SMALL BUSINESS,2018
22146,noble sales,850825155.6599997,30568726659.459908,408311.0,42.544642239184725,25439041.130120553,1.0,NOBLE SALES CO.  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22147,noblis,5604295392.01,1791078495369.31,37280.0,854.2841022802891,164265016.63375968,1.0,NOBLIS  INC.,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22148,nodak electric cooperative,194354035.0,194368635.0,6.0,67.25,54791525.0,1.0,NODAK ELECTRIC COOPERATIVE INC,,OTHER THAN SMALL BUSINESS,2018
22149,nolin rural electric cooperative,215143689.42,215143689.42,60.0,95.0,30000000.0,1.0,NOLIN RURAL ELECTRIC COOPERATIVE CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22150,nomadics,34724149.45,37995632.54,2228.0,875.2828947368421,262561296.84210527,1.0,NOMADICS  INC.,,OTHER THAN SMALL BUSINESS,2018
22151,nomlaki technologies,236038057.95,482381035.28,228.0,14.31031746031746,3539956.8204365075,1.0,NOMLAKI TECHNOLOGIES  LLC,,SMALL BUSINESS,2018
22152,non public educational services,86928313.35000002,277928507.85999995,83.0,2843.9857142857145,129376839.50822511,1.0,NON PUBLIC EDUCATIONAL SERVICES  INC.,,OTHER THAN SMALL BUSINESS,2018
22153,norco,44552034.25,198862909.51000002,659.0,1123.826519175269,191890871.7938062,1.0,NORCO INC.,,OTHER THAN SMALL BUSINESS,2018
22154,nordam,668453943.06,787997939.5799999,447.0,2057.8999416286256,376455949.3904128,1.0,THE NORDAM GROUP INC,,OTHER THAN SMALL BUSINESS,2018
22155,noreas,44146001.519999996,78564103.52,4044.0,43.0104761904762,9220488.095238093,1.0,NOREAS  INC.,,SMALL BUSINESS,2018
22156,noreas environmental services,59450361.90000001,153987801.9,4.0,55.0,12500000.0,1.0,NOREAS ENVIRONMENTAL SERVICES LLC,PARTNERSHIP,SMALL BUSINESS,2018
22157,norfolk dredging,1070183278.1500001,1096146548.15,154.0,195.83333333333331,74750000.0,1.0,NORFOLK DREDGING COMPANY,,OTHER THAN SMALL BUSINESS,2018
22158,noridian mutual insurance,20628423121.78,37255739923.84,269.0,1739.9445472822197,872182445.5091349,1.0,NORIDIAN MUTUAL INSURANCE COMPANY,,OTHER THAN SMALL BUSINESS,2018
22159,norseman,292977262.45000005,100823672351.29997,26843.0,36.36404709764126,66857416.228086606,1.0,NORSEMAN  INC.,,SMALL BUSINESS,2018
22160,north american management business,10041269.81,51291569.81,2008.0,39.0,3500000.0,1.0,NORTH AMERICAN MANAGEMENT & BUSINESS CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22161,north american security incorporated,110408660.6,404639940.54,6482.0,279.9734848484849,7375302.260606061,1.0,NORTH AMERICAN SECURITY  INCORPORATED,,SMALL BUSINESS,2018
22162,north bay rehabilitation services,121446535.94999999,234911693.38,118.0,214.23214285714283,12113293.650793651,1.0,NORTH BAY REHABILITATION SERVICES  INC.,,OTHER THAN SMALL BUSINESS,2018
22163,north carolina state,167642136.74,570376254.22,163.0,456.6369047619047,3009381967.9261904,1.0,NORTH CAROLINA  STATE OF,,OTHER THAN SMALL BUSINESS,2018
22164,north florida shipyards,92267960.51999998,619865694.52,707.0,258.5574519230769,22867247.596153844,1.0,NORTH FLORIDA SHIPYARDS  INC.,,SMALL BUSINESS,2018
22165,north metro community services,60943081.63000001,105159937.53,17.0,500.0,29000000.0,1.0,NORTH METRO COMMUNITY SERVICES  INC.,,OTHER THAN SMALL BUSINESS,2018
22166,north point defense,303379253.0,303379253.0,157.0,33.40826118326119,4237669.552669553,1.0,NORTH POINT DEFENSE  INC.,,SMALL BUSINESS,2018
22167,north point marine industrial,55904042.18999999,127518344.72,409.0,20.34182861727433,3020045.0069501614,1.0,NORTH POINT MARINE & INDUSTRIAL INC.,,SMALL BUSINESS,2018
22168,north shore long island jewish health system,67541949.0,113516098.0,13.0,21740.0,3316613350.4,1.0,NORTH SHORE - LONG ISLAND JEWISH HEALTH SYSTEM  INC.,,OTHER THAN SMALL BUSINESS,2018
22169,north slope catering,84851312.39,84851312.39,224.0,9.222222222222221,2635504.0,1.0,NORTH SLOPE CATERING LLC,OTHER,SMALL BUSINESS,2018
22170,north star aerospace,2046.0,2046.0,3.0,14.0,6500000.0,1.0,NORTH STAR AEROSPACE  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22171,north star construction and engineering,132906398.28,811903259.6000001,565.0,15.0,5736172.161172162,1.0,NORTH STAR CONSTRUCTION AND ENGINEERING  INC,,SMALL BUSINESS,2018
22172,north star magnus pacific jv,61985057.58,63507905.58,37.0,1.0,11333333.666666666,1.0,NORTH STAR MAGNUS PACIFIC JV,,SMALL BUSINESS,2018
22173,north star scientific,77597451.48,78097293.48,1037.0,34.53125,6183364.90625,1.0,NORTH STAR SCIENTIFIC CORPORATION,,SMALL BUSINESS,2018
22174,north state mechanical incorporated,27090864.0,432090864.0,124.0,45.0,11500000.0,1.0,NORTH STATE MECHANICAL  INCORPORATED,,SMALL BUSINESS,2018
22175,north wind construction services,92228768.54000002,276228768.53999996,191.0,65.07738095238096,17702471.326388888,1.0,NORTH WIND CONSTRUCTION SERVICES  LLC,,SMALL BUSINESS,2018
22176,northbank civil and marine,518352726.3800001,620727726.38,269.0,16.467276936026934,7632165.850378788,1.0,NORTHBANK CIVIL AND MARINE LLC,,SMALL BUSINESS,2018
22177,northbridge,73587209.8,197863072.0,22.0,16.7,3660000.0,1.0,THE NORTHBRIDGE GROUP INC,,SMALL BUSINESS,2018
22178,northcon,84523757.54,223523757.54000002,1608.0,55.820610923094875,15848051.621281363,1.0,NORTHCON  INC.,,SMALL BUSINESS,2018
22179,northeast information discovery,599348240.0,599348240.0,32.0,13.0,1200000.0,1.0,NORTHEAST INFORMATION DISCOVERY INC.,,SMALL BUSINESS,2018
22180,northeast nicc jv,75000000.0,75000000.0,13.0,75.0,54766724.0,1.0,NORTHEAST NICC JV,OTHER,SMALL BUSINESS,2018
22181,northeast ohio regional sewer district,229650000.0,229650000.0,25.0,0.0,0.0,1.0,NORTHEAST OHIO REGIONAL SEWER DISTRICT,OTHER,OTHER THAN SMALL BUSINESS,2018
22182,northeast ship repair,266259353.64,288255039.64,48.0,200.0,35925125.0,1.0,NORTHEAST SHIP REPAIR  INC,,SMALL BUSINESS,2018
22183,northeast utilities,547053249.0,549513786.42,95.0,3858.5877050264553,3429794902.380384,1.0,NORTHEAST UTILITIES,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22184,northern arizona university,51999428.379999995,65126724.379999995,670.0,4372.472474747475,476742896.70808077,1.0,NORTHERN ARIZONA UNIVERSITY,,OTHER THAN SMALL BUSINESS,2018
22185,northern construction,221783809.3,266455161.07,171.0,23.25543535421832,3166566.3675475176,1.0,NORTHERN CONSTRUCTION  L.L.C.,,SMALL BUSINESS,2018
22186,northern management services,63814625.11,713495526.4300001,7053.0,242.3377869351682,25868183.347994983,1.0,NORTHERN MANAGEMENT SERVICES  INC.,,SMALL BUSINESS,2018
22187,northern taiga ventures,41927235.59,268310397.08,2128.0,85.76753456221198,19870287.59127496,1.0,NORTHERN TAIGA VENTURES  INC.,,SMALL BUSINESS,2018
22188,northlandcianbro joint venture,1743440914.0,2793494610.0,13.0,1100.0,391000000.0,1.0,NORTHLAND/CIANBRO A JOINT VENTURE,,OTHER THAN SMALL BUSINESS,2018
22189,northramp,103238309.03999999,580743217412.73,5387.0,4.108333333333333,452496.6083333333,1.0,NORTHRAMP LLC,,SMALL BUSINESS,2018
22190,northrop grumman,1079539144027.7999,7083867570654.25,97509.0,72874.07066213025,24049382713.122486,1.0,NORTHROP GRUMMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22191,northrop grumman cobham intercoms,50617505.08,19273997025.08,108.0,123600.0,31900000256.0,1.0,NORTHROP GRUMMAN COBHAM INTERCOMS  LLC,,OTHER THAN SMALL BUSINESS,2018
22192,northrop grumman defense mission systems,56407875.56,145855081.51,126.0,99418.68181818182,29994200316.31182,1.0,NORTHROP GRUMMAN DEFENSE MISSION SYSTEMS  INC.,,OTHER THAN SMALL BUSINESS,2018
22193,northrop grumman information technology,2838436212.8599997,7682780778.06,343.0,117750.54111318121,24019585832.02083,1.0,NORTHROP GRUMMAN INFORMATION TECHNOLOGY  INC,,OTHER THAN SMALL BUSINESS,2018
22194,northrop grumman space mission systems,1423860238.0,1669518571.0,1.0,122600.0,30702999552.0,1.0,NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.,,OTHER THAN SMALL BUSINESS,2018
22195,northrop grumman systems,333638548382.27,428040251703.26,21642.0,106990.60150870975,23263259184.268814,1.0,NORTHROP GRUMMAN SYSTEMS CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22196,northrop grumman systems corpo,13304615753.05,13304615753.05,44.0,18808.333333333332,4.316666666666666,1.0,NORTHROP GRUMMAN SYSTEMS CORPO,,OTHER THAN SMALL BUSINESS,2018
22197,northstar federal services,303431627.4,351431627.40000004,74.0,1166.6666666666665,378642857.1428572,1.0,NORTHSTAR FEDERAL SERVICES  INC.,,OTHER THAN SMALL BUSINESS,2018
22198,northstar technology,61311080.01,1132080661.8099997,20389.0,111.96809844636364,8477238.53483136,1.0,NORTHSTAR TECHNOLOGY CORP,,SMALL BUSINESS,2018
22199,northstrat incorporated,59934002.28,75701475.48,4003.0,7.0,976000.0,1.0,NORTHSTRAT INCORPORATED,,SMALL BUSINESS,2018
22200,northview enterprises,198104774.87,400752602.87,423.0,19.776990139490138,10971035.467436267,1.0,NORTHVIEW ENTERPRISES  INC.,,SMALL BUSINESS,2018
22201,northwest research associates,64031820.98,64616594.98,3272.0,74.90416666666667,10744964.936666666,1.0,NORTHWEST RESEARCH ASSOCIATES  INC.,,SMALL BUSINESS,2018
22202,northwestern university,123285048.26,498304818.09000003,528.0,10636.280080509767,1421186739.8141599,1.0,NORTHWESTERN UNIVERSITY,,OTHER THAN SMALL BUSINESS,2018
22203,notkin engineering,69933519.0,130898229.0,323.0,35.325568181818184,8530248.642676767,1.0,NOTKIN ENGINEERING INC,,OTHER THAN SMALL BUSINESS,2018
22204,nou systems,82643627.91,177950622.55,7197.0,41.70833333333333,5685656.494444444,1.0,NOU SYSTEMS INC,,SMALL BUSINESS,2018
22205,nova,2125030241.9900002,3630371438997.5,2126.0,412.30502645502645,55037703.43910535,2.0,NOVA CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22206,nova global supply and services,2998234555.4499984,22365438325.529972,36233.0,9764.019956006012,392073277.80019236,1.0,NOVA GLOBAL SUPPLY AND SERVICES LLC,,SMALL BUSINESS,2018
22207,nova incunderground construction ajv,785450730.23,785450730.23,65.0,72.6875,34906250.0,1.0,NOVA GROUP  INC-UNDERGROUND CONSTRUCTION COMPANY  INC  AJV,,OTHER THAN SMALL BUSINESS,2018
22208,nova r m f,376602538.20999986,547490571.01,40.0,4.0,36000000.0,1.0,NOVA R M F,OTHER,OTHER THAN SMALL BUSINESS,2018
22209,nova research,197983893.41,2003015748.01,404.0,31.106782106782106,4174842.6671115924,2.0,NOVA RESEARCH COMPANY,,SMALL BUSINESS,2018
22210,nova shimmick joint venture,411404794.86,411404794.86,42.0,5.0,35000000.0,1.0,NOVA SHIMMICK A JOINT VENTURE,,OTHER THAN SMALL BUSINESS,2018
22211,nova technologies an employee owned engineering,435047830.93,63374430440.630005,260.0,86.57535714285714,17696069.291190475,1.0,NOVA TECHNOLOGIES AN EMPLOYEE OWNED ENGINEERING COMPANY,,SMALL BUSINESS,2018
22212,novaces,85305475.77,3627777763900.709,6454.0,22.88425925925926,5070751.726388888,1.0,NOVACES LLC,,SMALL BUSINESS,2018
22213,novad management consulting,111066080.62,233787985.15,1112.0,31.574772727272723,4163069.0909090913,1.0,NOVAD MANAGEMENT CONSULTING LLC,,SMALL BUSINESS,2018
22214,novartis ag,565506236.73,667724164837.1299,97040.0,121561.13185078482,33663912749.070366,1.0,NOVARTIS AG,,OTHER THAN SMALL BUSINESS,2018
22215,novawurks,94391380.0,94391380.0,96.0,13.0,4085000.0,1.0,NOVAWURKS  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018
22216,novetta solutions,210259571.62,260269560.18,319.0,487.15700187969935,83042596.61109023,1.0,NOVETTA SOLUTIONS  LLC,,OTHER THAN SMALL BUSINESS,2018
22217,novonics,264934143.98,111879094.98,20.0,35000.0,5699999744.0,1.0,NOVONICS CORPORATION,,OTHER THAN SMALL BUSINESS,2018
22218,nreca,103671085.22,105605436.66,19.0,107.8125,11849727.0,1.0,"NRECA INTERNATIONAL, LTD.",,OTHER THAN SMALL BUSINESS,2018
22219,nrg energy,6196551.800000001,14015937145.220001,299.0,3930.085714285714,3256354797.4095235,1.0,NRG ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2018
22220,nsr solutions,34471805.75,116362443.74,521.0,87.23492063492066,3707938.117460317,1.0,NSR SOLUTIONS INC,,SMALL BUSINESS,2018
22221,nti,168566901.1,4716072670213.0,130.0,20.0,4298228.0,1.0,NTI CORPORATION,,SMALL BUSINESS,2018
22222,ntt data federal services,2038768029.6999993,104655115530.23,8335.0,2679.0758810155357,200930691.0761652,1.0,NTT DATA FEDERAL SERVICES  INC,,OTHER THAN SMALL BUSINESS,2018
22223,ntt data services federal government,13081111387.180004,6974186876294.43,16906.0,96511.03814123833,32531708886.10144,1.0,NTT DATA SERVICES FEDERAL GOVERNMENT  INC.,,OTHER THAN SMALL BUSINESS,2018
22224,ntvi fed,77518667.76,2908125473286.59,1290.0,72.08148148148148,20371922.178703703,1.0,NTVI FED  LLC,OTHER,OTHER THAN SMALL BUSINESS,2018
22225,nuance communications,158927750.35,427114881.91,130.0,2945.8625,2137088989.0854964,1.0,NUANCE COMMUNICATIONS  INC.,,OTHER THAN SMALL BUSINESS,2018
22226,nuaxis,516439940.29999995,18217398242.48,14574.0,63.50825024029608,5735755.347074822,1.0,NUAXIS LLC,,SMALL BUSINESS,2018
22227,nueces electric cooperative,82596353.86,82596353.86,1.0,63.0,46116000.0,1.0,NUECES ELECTRIC COOPERATIVE  INC.,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018
22228,nugate,149062046.15,604129612.0,640.0,96.54224837662338,2470505.3075559163,1.0,NUGATE GROUP LLC,,SMALL BUSINESS,2018
22229,numerica,58111826.099999994,119436658.36000001,7402.0,50.12356913919414,9800000.0,1.0,NUMERICA CORPORATION,,SMALL BUSINESS,2018
22230,nustar energy lp,404603584.2099999,494840689.2099999,26.0,1656.8333333333335,457502853.3333334,1.0,NUSTAR ENERGY L.P.,,OTHER THAN SMALL BUSINESS,2018
22231,nutmeg,236191584.68,382239351.68,379.0,36.292248677248665,23911837.445026457,1.0,NUTMEG COMPANIES  INC.  THE,,SMALL BUSINESS,2018
