,org_id,org_name,Cycle,Total,Democrats,Republicans,% to Dems,% to Repubs,Individuals,PACs,Soft (Indivs),Soft (Orgs)
19025,D000045280,Wisconsin Builders Assn,1996,$500,$0,$500,0%,100%,$500,$0,$0,$0
19026,D000045280,Wisconsin Builders Assn,1992,$268,$0,$268,0%,100%,$268,$0,$0,$0
19028,D000045281,Wisconsin Credit Union League,2018,"$2,800","$1,550","$1,250",55%,45%,"$2,800",$0,$0,$0
19029,D000045281,Wisconsin Credit Union League,2016,"$2,500","$2,000",$500,80%,20%,"$2,500",$0,$0,$0
19030,D000045281,Wisconsin Credit Union League,2014,$700,$450,$250,64%,36%,$700,$0,$0,$0
19031,D000045281,Wisconsin Credit Union League,2012,"$1,100","$1,100",$0,100%,0%,"$1,100",$0,$0,$0
19032,D000045281,Wisconsin Credit Union League,2010,$250,$250,$0,100%,0%,$250,$0,$0,$0
19033,D000045281,Wisconsin Credit Union League,2008,$450,$450,$0,100%,0%,$450,$0,$0,$0
19035,D000045282,Wpm Exploration,2018,"$5,000",$0,$0,0%,0%,$0,$0,$0,"$5,000"
19036,D000045282,Wpm Exploration,2016,"$10,000",$0,$0,0%,0%,$0,$0,"$10,000",$0
19037,D000045282,Wpm Exploration,2014,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
19038,D000045282,Wpm Exploration,2012,"$3,250",$0,"$3,250",0%,100%,"$3,250",$0,$0,$0
19039,D000045282,Wpm Exploration,2010,"$5,000",$0,"$5,000",0%,100%,"$5,000",$0,$0,$0
19040,D000045282,Wpm Exploration,2008,"$31,100",$0,"$28,800",0%,93%,"$28,800",$0,$0,$0
19041,D000045282,Wpm Exploration,2006,"$28,587",$0,"$28,587",0%,100%,"$28,587",$0,$0,$0
19042,D000045282,Wpm Exploration,2004,"$6,904",$0,"$5,404",0%,78%,"$5,404",$0,$0,$0
19043,D000045282,Wpm Exploration,1998,"$11,000",$0,"$11,000",0%,100%,"$11,000",$0,$0,$0
19044,D000045282,Wpm Exploration,1996,"$9,000",$0,"$9,000",0%,100%,"$9,000",$0,$0,$0
19046,D000045283,Ymax Communications,2018,$250,$0,$250,0%,100%,$250,$0,$0,$0
19047,D000045283,Ymax Communications,2016,$250,$0,$250,0%,100%,$250,$0,$0,$0
19048,D000045283,Ymax Communications,2012,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
19050,D000045284,Zachary Shuster Harmsworth LLC,2018,"$32,492","$19,992",$0,62%,0%,"$19,992",$0,"$2,500",$0
19051,D000045284,Zachary Shuster Harmsworth LLC,2016,"$51,105","$51,105",$0,100%,0%,"$51,105",$0,$0,$0
19052,D000045284,Zachary Shuster Harmsworth LLC,2014,"$17,600","$7,600",$0,43%,0%,"$7,600",$0,"$10,000",$0
19053,D000045284,Zachary Shuster Harmsworth LLC,2012,"$100,300","$45,300",$0,45%,0%,"$45,300",$0,$0,$0
19054,D000045284,Zachary Shuster Harmsworth LLC,2010,"$13,150","$12,650",$0,96%,0%,"$12,650",$0,$0,$0
19055,D000045284,Zachary Shuster Harmsworth LLC,2008,"$31,800","$6,800",$0,21%,0%,"$6,800",$0,$0,$0
19056,D000045284,Zachary Shuster Harmsworth LLC,2006,"$4,200","$4,200",$0,100%,0%,"$4,200",$0,$0,$0
19057,D000045284,Zachary Shuster Harmsworth LLC,2004,"$2,750","$2,750",$0,100%,0%,"$2,750",$0,$0,$0
19058,D000045284,Zachary Shuster Harmsworth LLC,2002,"$6,000","$6,000",$0,100%,0%,"$6,000",$0,$0,$0
19059,D000045284,Zachary Shuster Harmsworth LLC,2000,"$5,000","$5,000",$0,100%,0%,"$5,000",$0,$0,$0
19062,D000045286,Entergy Mississippi,1992,"$11,000","$7,450","$3,550",68%,32%,"$1,200","$9,800",$0,$0
19063,D000045286,Entergy Mississippi,1990,"$12,600","$7,400","$5,200",59%,41%,$0,"$12,600",,
19065,D000045287,Entergy New Orleans,2006,"$3,500","$3,500",$0,100%,0%,"$3,500",$0,$0,$0
19067,D000045288,Entergy Nuclear Northeast,2006,$250,$250,$0,100%,0%,$250,$0,$0,$0
19069,D000045289,Tishman Hotel & Realty,2018,"$75,721","$25,721",$0,34%,0%,"$25,721",$0,"$50,000",$0
19070,D000045289,Tishman Hotel & Realty,2016,$250,$250,$0,100%,0%,$250,$0,$0,$0
19071,D000045289,Tishman Hotel & Realty,2012,"$1,750","$1,750",$0,100%,0%,"$1,750",$0,$0,$0
19072,D000045289,Tishman Hotel & Realty,2010,$500,$500,$0,100%,0%,$500,$0,$0,$0
19074,D000045290,Banco Bilbao Vizcaya Argentaria,2020,"$179,249","$43,450","$135,799",24%,76%,"$3,749","$175,500",$0,$0
19075,D000045290,Banco Bilbao Vizcaya Argentaria,2018,"$527,607","$127,506","$393,826",24%,75%,"$67,957","$453,500",$0,$0
19076,D000045290,Banco Bilbao Vizcaya Argentaria,2016,"$456,474","$65,089","$391,635",14%,86%,"$46,999","$408,125",$500,$0
19077,D000045290,Banco Bilbao Vizcaya Argentaria,2014,"$570,275","$118,500","$451,275",21%,79%,"$11,800","$557,975",$0,$0
19078,D000045290,Banco Bilbao Vizcaya Argentaria,2012,"$416,175","$94,325","$321,850",23%,77%,"$35,675","$380,500",$0,$0
19079,D000045290,Banco Bilbao Vizcaya Argentaria,2010,"$193,100","$54,650","$138,450",28%,72%,"$19,100","$174,000",$0,$0
19080,D000045290,Banco Bilbao Vizcaya Argentaria,2008,"$222,210","$32,710","$184,900",15%,83%,"$92,110","$125,500",$0,$0
19081,D000045290,Banco Bilbao Vizcaya Argentaria,2006,"$21,950","$6,250","$13,700",29%,62%,"$21,950",$0,$0,$0
19082,D000045290,Banco Bilbao Vizcaya Argentaria,2004,"$33,950","$8,450","$25,500",25%,75%,"$33,950",$0,$0,$0
19083,D000045290,Banco Bilbao Vizcaya Argentaria,2002,"$36,500","$19,000","$17,500",52%,48%,"$24,000",$0,"$12,500",$0
19084,D000045290,Banco Bilbao Vizcaya Argentaria,2000,"$20,800","$15,000","$5,800",72%,28%,"$15,800",$0,"$5,000",$0
19085,D000045290,Banco Bilbao Vizcaya Argentaria,1998,"$16,500","$12,500","$4,000",76%,24%,"$16,500",$0,$0,$0
19086,D000045290,Banco Bilbao Vizcaya Argentaria,1996,"$62,350","$43,350","$19,000",70%,31%,"$52,350",$0,"$10,000",$0
19087,D000045290,Banco Bilbao Vizcaya Argentaria,1994,"$9,800","$5,000","$4,800",51%,49%,"$9,800",$0,$0,$0
19088,D000045290,Banco Bilbao Vizcaya Argentaria,1992,"$43,500","$1,300","$42,200",3%,97%,"$33,500",$0,"$10,000",$0
19089,D000045290,Banco Bilbao Vizcaya Argentaria,1990,"$7,350",$250,"$7,100",3%,97%,"$7,350",$0,,
19091,D000045291,Julius Baer Holding,2016,"$5,650",$250,"$5,400",4%,96%,"$5,650",$0,$0,$0
19092,D000045291,Julius Baer Holding,2012,"$4,050","$3,550",$250,88%,6%,"$3,800",$0,$250,$0
19093,D000045291,Julius Baer Holding,2010,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
19094,D000045291,Julius Baer Holding,2008,"$32,850","$4,850","$28,000",15%,85%,"$32,850",$0,$0,$0
19097,D000045293,Bush O'Donnell & Co,2018,"$8,120",$20,"$8,100",0%,100%,"$8,120",$0,$0,$0
19098,D000045293,Bush O'Donnell & Co,2016,"$21,353",$0,"$21,353",0%,100%,"$21,353",$0,$0,$0
19099,D000045293,Bush O'Donnell & Co,2014,"$26,200",$0,"$26,200",0%,100%,"$26,200",$0,$0,$0
19100,D000045293,Bush O'Donnell & Co,2012,"$30,500",$0,"$30,500",0%,100%,"$30,500",$0,$0,$0
19101,D000045293,Bush O'Donnell & Co,2010,"$26,200",$0,"$26,200",0%,100%,"$25,700",$0,$0,$0
19102,D000045293,Bush O'Donnell & Co,2008,"$70,320",$0,"$70,320",0%,100%,"$70,320",$0,$0,$0
19103,D000045293,Bush O'Donnell & Co,2006,"$39,000",$0,"$39,000",0%,100%,"$39,000",$0,$0,$0
19104,D000045293,Bush O'Donnell & Co,2004,"$66,215",$0,"$66,215",0%,100%,"$66,215",$0,$0,$0
19105,D000045293,Bush O'Donnell & Co,2002,"$24,400",$0,"$24,400",0%,100%,"$24,400",$0,$0,$0
19106,D000045293,Bush O'Donnell & Co,2000,"$62,500",$0,"$62,500",0%,100%,"$62,500",$0,$0,$0
19107,D000045293,Bush O'Donnell & Co,1998,"$13,500",$0,"$13,500",0%,100%,"$13,500",$0,$0,$0
19108,D000045293,Bush O'Donnell & Co,1996,"$6,500",$0,"$6,500",0%,100%,"$6,500",$0,$0,$0
19109,D000045293,Bush O'Donnell & Co,1992,"$11,500",$0,"$11,500",0%,100%,"$11,500",$0,$0,$0
19110,D000045293,Bush O'Donnell & Co,1990,"$5,200",$700,"$4,500",14%,87%,"$5,200",$0,,
19112,D000045294,B&D Holding Di Marco Drago e C Sapa,2018,"$169,391","$83,160","$59,102",49%,35%,"$54,341","$88,000",$550,"$25,000"
19113,D000045294,B&D Holding Di Marco Drago e C Sapa,2016,"$212,618","$86,608","$113,381",41%,53%,"$53,668","$146,450",$0,"$12,500"
19114,D000045294,B&D Holding Di Marco Drago e C Sapa,2014,"$64,693","$51,093","$8,600",79%,13%,"$29,993","$29,700",$0,"$5,000"
19115,D000045294,B&D Holding Di Marco Drago e C Sapa,2012,"$62,900","$57,650","$5,250",92%,8%,"$45,400","$17,500",$0,$0
19116,D000045294,B&D Holding Di Marco Drago e C Sapa,2010,"$62,525","$57,225","$1,000",92%,2%,"$53,275","$9,250",$0,$0
19117,D000045294,B&D Holding Di Marco Drago e C Sapa,2008,"$101,395","$85,300","$15,820",84%,16%,"$101,120",$0,$0,$0
19119,D000045295,Life Technologies Corp,2012,"$403,888","$158,458","$245,430",39%,61%,"$85,888","$318,000",$0,$0
19120,D000045295,Life Technologies Corp,2010,"$236,291","$134,341","$101,750",57%,43%,"$29,591","$206,250",$0,$0
19121,D000045295,Life Technologies Corp,2008,"$227,513","$148,413","$79,100",65%,35%,"$102,263","$125,250",$0,$0
19122,D000045295,Life Technologies Corp,2006,"$70,050","$20,800","$44,750",30%,64%,"$11,050","$59,000",$0,$0
19123,D000045295,Life Technologies Corp,2004,"$134,959","$100,609","$8,900",75%,7%,"$106,459","$3,500",$0,$0
19124,D000045295,Life Technologies Corp,2002,"$303,710","$298,910","$4,800",98%,2%,"$58,710",$0,"$245,000",$0
19125,D000045295,Life Technologies Corp,2000,"$31,100","$25,950","$5,150",83%,17%,"$26,100",$0,"$5,000",$0
19126,D000045295,Life Technologies Corp,1998,"$1,500",$0,"$1,500",0%,100%,"$1,500",$0,$0,$0
19127,D000045295,Life Technologies Corp,1996,"$1,250","$1,250",$0,100%,0%,"$1,250",$0,$0,$0
19129,D000045296,KPMG International,2010,"$1,000",$500,$500,50%,50%,"$1,000",$0,$0,$0
19130,D000045296,KPMG International,2008,$500,$250,$250,50%,50%,$500,$0,$0,$0
19132,D000045297,SCBT Financial,2014,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
19133,D000045297,SCBT Financial,2010,$250,$0,$250,0%,100%,$250,$0,$0,$0
19134,D000045297,SCBT Financial,2008,"$1,000",$500,$500,50%,50%,"$1,000",$0,$0,$0
19138,D000045300,Willis HRH,2006,"$19,500","$2,000","$17,500",10%,90%,"$19,500",$0,$0,$0
19139,D000045300,Willis HRH,2004,"$30,250","$10,050","$20,200",33%,67%,"$30,250",$0,$0,$0
19140,D000045300,Willis HRH,2002,"$27,200","$14,750","$12,450",54%,46%,"$27,200",$0,$0,$0
19141,D000045300,Willis HRH,2000,"$17,500","$14,500","$3,000",83%,17%,"$17,500",$0,$0,$0
19142,D000045300,Willis HRH,1998,"$13,501","$6,500","$7,001",48%,52%,"$13,501",$0,$0,$0
19143,D000045300,Willis HRH,1996,"$35,114","$23,614","$11,500",67%,33%,"$35,114",$0,$0,$0
19144,D000045300,Willis HRH,1994,"$36,250","$31,700","$4,550",87%,13%,"$36,250",$0,$0,$0
19145,D000045300,Willis HRH,1992,"$31,350","$22,150","$9,200",71%,29%,"$31,350",$0,$0,$0
19147,D000045301,Farmers & Merchants Investments,2018,"$7,010","$2,010","$5,000",29%,71%,"$7,010",$0,$0,$0
19148,D000045301,Farmers & Merchants Investments,2016,"$7,244","$1,112","$6,132",15%,85%,"$7,244",$0,$0,$0
19149,D000045301,Farmers & Merchants Investments,2014,"$10,350",$500,"$9,850",5%,95%,"$10,350",$0,$0,$0
19150,D000045301,Farmers & Merchants Investments,2012,"$15,700","$1,500","$14,200",10%,90%,"$15,700",$0,$0,$0
19151,D000045301,Farmers & Merchants Investments,2010,"$15,950","$3,500","$12,450",22%,78%,"$15,950",$0,$0,$0
19152,D000045301,Farmers & Merchants Investments,2008,"$39,450","$8,300","$31,150",21%,79%,"$39,450",$0,$0,$0
19153,D000045301,Farmers & Merchants Investments,2006,"$54,150","$26,500","$27,650",49%,51%,"$54,150",$0,$0,$0
19154,D000045301,Farmers & Merchants Investments,2004,"$86,850","$1,500","$85,350",2%,98%,"$86,850",$0,$0,$0
19156,D000045302,Westfield Insurance,2006,"$10,344",$0,"$6,000",0%,58%,"$6,000",$0,$0,$0
19157,D000045302,Westfield Insurance,2004,"$8,450",$200,"$5,250",2%,62%,"$5,450",$0,$0,$0
19158,D000045302,Westfield Insurance,1994,$250,$0,$250,0%,100%,$250,$0,$0,$0
19160,D000045303,Herzing Inc,2020,$500,$500,$0,100%,0%,$500,$0,$0,$0
19161,D000045303,Herzing Inc,2010,"$3,750","$3,750",$0,100%,0%,"$3,750",$0,$0,$0
19162,D000045303,Herzing Inc,2008,"$78,045","$68,795","$9,250",88%,12%,"$78,045",$0,$0,$0
19163,D000045303,Herzing Inc,2006,"$13,850","$10,800","$3,050",78%,22%,"$13,850",$0,$0,$0
19164,D000045303,Herzing Inc,2004,"$27,100","$26,350",$750,97%,3%,"$27,100",$0,$0,$0
19165,D000045303,Herzing Inc,2002,$950,$700,$250,74%,26%,$950,$0,$0,$0
19166,D000045303,Herzing Inc,2000,$400,$400,$0,100%,0%,$400,$0,$0,$0
19167,D000045303,Herzing Inc,1998,"$1,300",$0,"$1,300",0%,100%,"$1,300",$0,$0,$0
19168,D000045303,Herzing Inc,1996,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
19171,D000045305,Mitsubishi Estate,2018,"$5,876","$5,876",$0,100%,0%,"$5,876",$0,$0,$0
19172,D000045305,Mitsubishi Estate,2016,$500,$500,$0,100%,0%,$500,$0,$0,$0
19173,D000045305,Mitsubishi Estate,2014,$750,$750,$0,100%,0%,$750,$0,$0,$0
19174,D000045305,Mitsubishi Estate,2010,"$1,500","$1,000",$500,67%,33%,"$1,500",$0,$0,$0
19175,D000045305,Mitsubishi Estate,2008,"$56,250","$56,250",$0,100%,0%,"$56,250",$0,$0,$0
19176,D000045305,Mitsubishi Estate,2000,$450,$250,$200,55%,44%,$450,$0,$0,$0
19178,D000045306,South Dakota School of Mines/Technology,2012,"$1,255",$250,"$1,005",20%,80%,"$1,255",$0,$0,$0
19179,D000045306,South Dakota School of Mines/Technology,2010,"$30,000","$24,500","$5,500",82%,18%,"$30,000",$0,$0,$0
19180,D000045306,South Dakota School of Mines/Technology,2008,"$48,700","$48,700",$0,100%,0%,"$48,700",$0,$0,$0
19182,D000045307,Afren plc,2008,"$31,800","$31,800",$0,100%,0%,"$31,800",$0,$0,$0
19184,D000045308,McKinley Inc,2020,"$42,350","$1,250","$41,100",3%,97%,"$42,350",$0,$0,$0
19185,D000045308,McKinley Inc,2018,"$817,725","$6,925","$555,800",1%,68%,"$522,725",$0,"$240,000","$50,000"
19186,D000045308,McKinley Inc,2016,"$925,096","$13,100","$716,996",1%,78%,"$700,096",$0,"$205,000","$10,000"
19187,D000045308,McKinley Inc,2014,"$1,293,550","$10,000","$313,300",1%,24%,"$323,300",$0,"$225,250","$740,000"
19188,D000045308,McKinley Inc,2012,"$181,600","$6,750","$174,850",4%,96%,"$181,600",$0,$0,$0
19189,D000045308,McKinley Inc,2010,"$324,802","$7,500","$312,502",2%,96%,"$264,802",$0,"$60,000",$0
19190,D000045308,McKinley Inc,2008,"$221,500","$4,000","$214,000",2%,97%,"$218,000",$0,$0,$0
19191,D000045308,McKinley Inc,2006,"$180,274","$1,000","$161,774",1%,90%,"$162,774",$0,$0,$0
19192,D000045308,McKinley Inc,2004,$300,$0,$300,0%,100%,$300,$0,$0,$0
19193,D000045308,McKinley Inc,2002,"$1,500",$0,"$1,500",0%,100%,"$1,500",$0,$0,$0
19194,D000045308,McKinley Inc,2000,"$288,000",$0,"$288,000",0%,100%,"$43,000",$0,"$10,000","$235,000"
19195,D000045308,McKinley Inc,1998,"$181,050",$0,"$181,050",0%,100%,"$26,050",$0,$0,"$155,000"
19196,D000045308,McKinley Inc,1996,"$151,300",$0,"$151,300",0%,100%,"$48,200",$0,"$3,100","$100,000"
19197,D000045308,McKinley Inc,1994,"$11,450","$1,000","$10,450",9%,91%,"$11,450",$0,$0,$0
19198,D000045308,McKinley Inc,1992,"$4,250",$0,"$4,250",0%,100%,"$4,250",$0,$0,$0
19200,D000045309,Noonday Global Management,2008,"$36,600","$36,600",$0,100%,0%,"$36,600",$0,$0,$0
19202,D000045310,Crown Holding Co,2008,"$31,800",$0,"$31,800",0%,100%,"$31,800",$0,$0,$0
19205,D000045312,Azimuth Holdings,2008,"$127,300","$125,000","$2,300",98%,2%,"$127,300",$0,$0,$0
19206,D000045312,Azimuth Holdings,2006,"$129,100","$114,850",$0,89%,0%,"$118,850",$0,$0,$0
19207,D000045312,Azimuth Holdings,2004,"$21,000","$21,000",$0,100%,0%,"$21,000",$0,$0,$0
19209,D000045313,Hercules Holding,2012,"$556,365","$151,340","$403,350",27%,73%,"$232,840","$321,850",$250,$0
19210,D000045313,Hercules Holding,2010,"$458,300","$245,780","$201,370",54%,44%,"$93,400","$363,500",$0,$0
19211,D000045313,Hercules Holding,2008,"$579,402","$260,998","$315,799",45%,55%,"$232,247","$344,550",$0,$0
19213,D000045314,Ducommun Inc,2018,$27,$27,$0,96%,0%,$27,$0,$0,$0
19214,D000045314,Ducommun Inc,2016,"$31,300",$500,"$30,800",2%,98%,"$31,300",$0,$0,$0
19215,D000045314,Ducommun Inc,2014,"$26,850",$0,"$26,350",0%,98%,"$26,350",$0,$500,$0
19216,D000045314,Ducommun Inc,2012,"$39,050",$400,"$38,650",1%,99%,"$39,050",$0,$0,$0
19217,D000045314,Ducommun Inc,2010,"$110,050","$3,750","$106,300",3%,97%,"$110,050",$0,$0,$0
19218,D000045314,Ducommun Inc,2008,"$87,985","$8,750","$79,235",10%,90%,"$87,985",$0,$0,$0
19219,D000045314,Ducommun Inc,2006,"$92,550","$6,000","$86,550",7%,94%,"$92,550",$0,$0,$0
19220,D000045314,Ducommun Inc,2004,$450,$450,$0,100%,0%,$450,$0,$0,$0
19222,D000045315,Terra Holdings,2018,"$10,001","$8,986","$1,000",90%,10%,"$10,001",$0,$0,$0
19223,D000045315,Terra Holdings,2016,"$29,918","$21,893","$8,025",73%,27%,"$29,918",$0,$0,$0
19224,D000045315,Terra Holdings,2014,"$14,300","$10,300","$4,000",72%,28%,"$14,300",$0,$0,$0
19225,D000045315,Terra Holdings,2012,"$35,450","$12,950","$22,500",37%,64%,"$35,450",$0,$0,$0
19226,D000045315,Terra Holdings,2010,"$10,390","$8,390","$1,000",81%,10%,"$9,390",$0,$0,$0
19227,D000045315,Terra Holdings,2008,"$51,548","$31,998","$19,350",62%,38%,"$51,348",$0,$0,$0
19228,D000045315,Terra Holdings,2006,"$12,500","$12,500",$0,100%,0%,"$12,500",$0,$0,$0
19230,D000045316,RA Capital,2010,"$22,200",$0,"$22,200",0%,100%,"$22,200",$0,$0,$0
19231,D000045316,RA Capital,2008,"$199,625","$2,300","$197,325",1%,99%,"$199,625",$0,$0,$0
19232,D000045316,RA Capital,2004,"$15,250",$0,"$14,000",0%,92%,"$14,000",$0,$0,$0
19234,D000045317,ORIX Corp,2020,$740,$740,$0,100%,0%,$740,$0,$0,$0
19235,D000045317,ORIX Corp,2018,"$4,885","$4,885",$0,100%,0%,"$4,885",$0,$0,$0
19236,D000045317,ORIX Corp,2016,"$8,890",$240,"$8,150",3%,92%,"$8,390",$0,$500,$0
19237,D000045317,ORIX Corp,2014,"$114,912","$33,000","$78,412",29%,68%,"$111,412",$0,"$1,000",$0
19238,D000045317,ORIX Corp,2012,"$298,928","$41,778","$255,900",14%,86%,"$297,678",$0,"$1,250",$0
19239,D000045317,ORIX Corp,2010,"$118,060","$24,650","$93,010",21%,79%,"$117,660",$0,$400,$0
19240,D000045317,ORIX Corp,2008,"$154,430","$54,514","$99,716",35%,65%,"$154,430",$0,$0,$0
19241,D000045317,ORIX Corp,2006,"$1,250",$750,$500,60%,40%,"$1,250",$0,$0,$0
19242,D000045317,ORIX Corp,2004,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
19243,D000045317,ORIX Corp,2000,"$3,500","$3,500",$0,100%,0%,"$3,500",$0,$0,$0
19244,D000045317,ORIX Corp,1998,"$4,000","$1,000","$3,000",25%,75%,"$4,000",$0,$0,$0
19245,D000045317,ORIX Corp,1996,"$2,050","$2,050",$0,100%,0%,"$2,050",$0,$0,$0
19246,D000045317,ORIX Corp,1994,"$3,000","$3,000",$0,100%,0%,"$3,000",$0,$0,$0
19247,D000045317,ORIX Corp,1992,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
19249,D000045318,WESCO International,2020,$25,$0,$25,0%,96%,$25,$0,$0,$0
19250,D000045318,WESCO International,2018,"$2,031","$1,771",$250,87%,12%,"$2,031",$0,$0,$0
19251,D000045318,WESCO International,2016,"$2,529",$794,"$1,735",31%,69%,"$2,529",$0,$0,$0
19252,D000045318,WESCO International,2014,$250,$0,$250,0%,100%,$250,$0,$0,$0
19253,D000045318,WESCO International,2012,"$62,770","$1,700","$61,070",3%,97%,"$62,770",$0,$0,$0
19254,D000045318,WESCO International,2010,"$32,101","$2,000","$29,601",6%,92%,"$31,601",$0,$500,$0
19255,D000045318,WESCO International,2008,"$44,665",$850,"$43,815",2%,98%,"$44,665",$0,$0,$0
19256,D000045318,WESCO International,2006,"$3,100",$0,"$3,100",0%,100%,"$3,100",$0,$0,$0
19257,D000045318,WESCO International,2004,"$1,250",$0,"$1,250",0%,100%,"$1,250",$0,$0,$0
19258,D000045318,WESCO International,2000,$750,$500,$250,67%,33%,$750,$0,$0,$0
19259,D000045318,WESCO International,1998,$250,$250,$0,100%,0%,$250,$0,$0,$0
19260,D000045318,WESCO International,1996,"$2,800","$2,000",$800,71%,29%,"$1,800",$0,$0,"$1,000"
19262,D000045319,Falcon Seaboard,2018,"$8,000",$0,"$8,000",0%,100%,"$8,000",$0,$0,$0
19263,D000045319,Falcon Seaboard,2016,"$44,893",$0,"$44,893",0%,100%,"$44,893",$0,$0,$0
19264,D000045319,Falcon Seaboard,2014,"$-5,000",$0,"$-5,000",0%,100%,"$-5,000",$0,$0,$0
19265,D000045319,Falcon Seaboard,2012,"$28,500",$0,"$28,500",0%,100%,"$28,500",$0,$0,$0
19266,D000045319,Falcon Seaboard,2008,"$63,500",$0,"$63,500",0%,100%,"$63,500",$0,$0,$0
19267,D000045319,Falcon Seaboard,2006,"$26,500",$0,"$26,500",0%,100%,"$26,500",$0,$0,$0
19268,D000045319,Falcon Seaboard,2004,"$28,005",$0,"$28,005",0%,100%,"$28,005",$0,$0,$0
19269,D000045319,Falcon Seaboard,2002,"$8,000",$0,"$8,000",0%,100%,"$8,000",$0,$0,$0
19270,D000045319,Falcon Seaboard,1996,"$167,185",$0,"$167,185",0%,100%,"$31,750",$0,$0,"$135,435"
19271,D000045319,Falcon Seaboard,1994,"$87,750",$750,"$87,000",1%,99%,"$87,750",$0,$0,$0
19272,D000045319,Falcon Seaboard,1992,"$107,115",$0,"$107,115",0%,100%,"$59,615",$0,"$7,500","$40,000"
19274,D000045320,Takeda Pharmaceutical Co,2020,"$-11,750","$-1,000","$-11,000",9%,94%,$500,"$-12,500",$250,$0
19275,D000045320,Takeda Pharmaceutical Co,2018,"$202,755","$98,005","$103,000",48%,51%,"$7,005","$194,000",$250,$0
19276,D000045320,Takeda Pharmaceutical Co,2016,"$135,200","$72,025","$62,500",53%,46%,"$4,525","$120,000",$0,"$10,000"
19277,D000045320,Takeda Pharmaceutical Co,2014,"$185,925","$89,150","$96,500",48%,52%,"$1,450","$184,200",$0,$0
19278,D000045320,Takeda Pharmaceutical Co,2012,"$233,665","$123,704","$99,711",53%,43%,"$43,915","$179,500",$0,$0
19279,D000045320,Takeda Pharmaceutical Co,2010,"$77,610","$42,050","$34,310",54%,44%,"$25,860","$50,500",$250,$0
19280,D000045320,Takeda Pharmaceutical Co,2008,"$145,010","$113,160","$31,350",78%,22%,"$134,510","$10,000",$0,$0
19282,D000045321,Gilbane Inc,2020,"$1,100","$1,100",$0,100%,0%,"$1,100",$0,$0,$0
19283,D000045321,Gilbane Inc,2018,"$100,251","$44,762","$27,950",45%,28%,"$47,751",$0,"$27,250",$0
19284,D000045321,Gilbane Inc,2016,"$114,492","$54,797","$58,545",48%,51%,"$63,442",$0,$0,$0
19285,D000045321,Gilbane Inc,2014,"$48,800","$40,050","$8,750",82%,18%,"$48,800",$0,$0,$0
19286,D000045321,Gilbane Inc,2012,"$126,401","$89,800","$36,351",71%,29%,"$126,151",$0,$250,$0
19287,D000045321,Gilbane Inc,2010,"$50,459","$45,390","$5,069",90%,10%,"$50,459",$0,$0,$0
19288,D000045321,Gilbane Inc,2008,"$43,374","$38,299","$4,075",88%,9%,"$43,374",$0,$0,$0
19289,D000045321,Gilbane Inc,2006,"$28,900","$21,150","$6,750",73%,23%,"$28,900",$0,$0,$0
19290,D000045321,Gilbane Inc,2004,"$45,893","$35,900","$9,993",78%,22%,"$45,893",$0,$0,$0
19291,D000045321,Gilbane Inc,2002,"$46,550","$20,550","$26,000",44%,56%,"$21,550",$0,$0,"$25,000"
19292,D000045321,Gilbane Inc,2000,"$32,550","$19,250","$13,300",59%,41%,"$32,550",$0,$0,$0
19293,D000045321,Gilbane Inc,1998,"$17,750","$13,000","$4,750",73%,27%,"$17,750",$0,$0,$0
19294,D000045321,Gilbane Inc,1996,"$41,450","$18,100","$23,350",44%,56%,"$36,450",$0,"$5,000",$0
19295,D000045321,Gilbane Inc,1994,"$24,150","$18,050","$6,100",75%,25%,"$24,150",$0,$0,$0
19296,D000045321,Gilbane Inc,1992,"$19,750","$13,750","$6,000",70%,30%,"$19,750",$0,$0,$0
19297,D000045321,Gilbane Inc,1990,"$8,450","$6,800","$1,650",81%,20%,"$8,450",$0,,
19299,D000045322,Bresnan Broadband Holdings,2010,"$55,600","$5,050","$50,550",9%,91%,"$55,600",$0,$0,$0
19300,D000045322,Bresnan Broadband Holdings,2008,"$107,500","$5,300","$102,200",5%,95%,"$107,500",$0,$0,$0
19302,D000045323,RM2 Consultants,2018,"$2,240",$0,"$2,240",0%,100%,"$2,240",$0,$0,$0
19303,D000045323,RM2 Consultants,2012,"$6,519","$6,519",$0,100%,0%,"$6,519",$0,$0,$0
19304,D000045323,RM2 Consultants,2010,"$49,030","$29,500","$19,530",60%,40%,"$49,030",$0,$0,$0
19305,D000045323,RM2 Consultants,2008,"$63,223","$32,773","$30,450",52%,48%,"$63,223",$0,$0,$0
19307,D000045324,NIC Holding,2020,"$20,100","$7,600","$12,500",38%,62%,"$20,100",$0,$0,$0
19308,D000045324,NIC Holding,2018,"$138,193","$120,068","$18,125",87%,13%,"$138,193",$0,$0,$0
19309,D000045324,NIC Holding,2016,"$34,278","$33,028","$1,250",96%,4%,"$34,278",$0,$0,$0
