,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Unnamed: 0,% to Dems,% to Repubs,0,1,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,Unnamed: 0.1,org_id,org_name,org_name_clean
1102,THERMOFISHERSCIENTIFICINC,107711404.4,142458740.2,267945,36818.63871,11203224491,2,THERMO FISHER SCIENTIFIC INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,thermo fisher scientific,20052,51%,45%,,,2016,"$284,527 ","$161,311 ","$374,864 ","$251,148 ","$25,235 ",$0 ,"$563,590 ",43713,D000023662,THERMO FISHER SCIENTIFIC,thermo fisher scientific
1103,THERYANGROUPINC,668528.35,668528.35,10,576,81600000,1,THE RYAN GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,ryan,108089,1%,61%,,,2016,"$12,399 ","$564,881 ","$81,500 ","$634,882 ","$400,000 ",$0 ,"$1,047,381 ",145399,D000037311,RYAN LLC,ryan
1104,THESCHWANFOODCOMPANY,13500,13500,2,140,500000000,1,THE SCHWAN FOOD COMPANY,,SMALL BUSINESS,2016,schwan food,40061,17%,83%,,,2016,"$26,526 ","$7,348 ","$149,500 ","$130,197 ",$300 ,$0 ,"$157,148 ",69004,D000028944,SCHWAN FOOD,schwan food
1105,THESOUTHERNCOMPANY,90747853.47,92994932.59,369,10282.15304,7257603088,2,THE SOUTHERN COMPANY,,OTHER THAN SMALL BUSINESS,2016,southern,1647,20%,76%,,,2016,"$305,450 ","$263,748 ","$1,219,250 ","$1,186,798 ","$9,724 ","$54,000 ","$1,561,222 ",1815,D000000168,SOUTHERN CO,southern
1106,THETIMKENCOMPANY,9168619.88,22449938,2981,18957.02749,4033206771,2,THE TIMKEN COMPANY,,OTHER THAN SMALL BUSINESS,2016,timken,4576,2%,91%,,,2016,"$7,245 ","$241,985 ","$111,200 ","$345,940 ","$26,000 ",$0 ,"$379,185 ",5002,D000000426,TIMKEN CO,timken
1107,TIDEWATERINC,39143029.03,540850989.1,11747,103.3922151,21207815.92,2,"TIDEWATER, INC.",,SMALL BUSINESS,2016,tidewater,42183,94%,6%,,,2016,"$4,000 ",$0 ,"$4,250 ",$250 ,$0 ,$0 ,"$4,250 ",71627,D000029445,TIDEWATER HOLDINGS,tidewater
1108,TIDEWATERINC,39143029.03,540850989.1,11747,103.3922151,21207815.92,2,"TIDEWATER, INC.",,SMALL BUSINESS,2016,tidewater,42189,0%,100%,,,2016,$0 ,"$2,980 ","$2,500 ","$5,480 ",$0 ,$0 ,"$5,480 ",71634,D000029446,TIDEWATER INC,tidewater
1109,TORCHTECHNOLOGIESINC,11481713466,16278566840,16096,192.1387236,45256330.93,2,TORCH TECHNOLOGIES INC,,SMALL BUSINESS,2016,torch technologies,42261,15%,85%,,,2016,"$5,250 ","$1,655 ","$33,900 ","$30,305 ",$0 ,$0 ,"$35,555 ",71749,D000029489,TORCH TECHNOLOGIES,torch technologies
1110,TOSHIBACORPORATION,153002937.1,1018698300,23926,181369.7296,44859783921,2,TOSHIBA CORPORATION,,OTHER THAN SMALL BUSINESS,2016,toshiba,48141,27%,72%,,,2016,"$43,452 ","$38,676 ","$118,700 ","$113,424 ","$1,310 ",$0 ,"$158,711 ",78619,D000030479,TOSHIBA CORP,toshiba
1111,TOTALSA,63304837.7,107132484.8,2445,20392.99953,12661405926,2,TOTAL SA,,OTHER THAN SMALL BUSINESS,2016,total sa,78593,87%,15%,,,2016,"$87,483 ","$75,218 ","$25,400 ","$15,185 ",$0 ,$0 ,"$100,618 ",96295,D000064283,TOTAL SA,total sa
1112,TOTALSYSTEMSERVICESINC,218417906.4,271502100.4,5230,50.25530135,5884891.842,2,TOTAL SYSTEM SERVICES  INC.,,SMALL BUSINESS,2016,total system services,42274,19%,81%,,,2016,"$36,347 ","$73,053 ","$119,500 ","$156,206 ",$0 ,$0 ,"$192,553 ",71765,D000029492,TOTAL SYSTEM SERVICES,total system services
1113,TRANSYSTEMSCORPORATION,134673892,484673892,933,1041.052778,196252677.1,2,TRANSYSTEMS CORPORATION,,OTHER THAN SMALL BUSINESS,2016,transystems,42307,21%,79%,,,2016,"$5,150 ","$5,285 ","$18,750 ","$18,885 ",$0 ,$0 ,"$24,035 ",71807,D000029501,TRANSYSTEMS CORP,transystems
1114,TRIUMPHGROUPINC,27608360.72,29584867.32,4136,6850.263028,1532899688,2,"TRIUMPH GROUP, INC.",,OTHER THAN SMALL BUSINESS,2016,triumph,75800,17%,83%,,,2016,"$33,635 ","$20,276 ","$173,000 ","$159,641 ",$0 ,$0 ,"$193,426 ",93002,D000063783,TRIUMPH GROUP,triumph
1115,TRIWESTHEALTHCAREALLIANCECORP,601548,601548,13,1557.142857,1285714286,1,TRIWEST HEALTHCARE ALLIANCE CORP.,,OTHER THAN SMALL BUSINESS,2016,triwest healthcare alliance,48656,35%,53%,,,2016,"$13,985 ","$30,936 ","$4,000 ","$20,951 ","$5,000 ",$0 ,"$39,936 ",79203,D000030548,TRIWEST HEALTHCARE ALLIANCE,triwest healthcare alliance
1116,ULTRAELECTRONICSHOLDINGSPLC,93064509.61,116242601.6,10074,3352.418881,851473321.7,2,ULTRA ELECTRONICS HOLDINGS PLC,,OTHER THAN SMALL BUSINESS,2016,ultra electronics,76039,6%,95%,,,2016,"$2,200 ","$12,700 ","$27,500 ","$38,000 ",$0 ,$0 ,"$40,200 ",93279,D000063821,ULTRA ELECTRONICS,ultra electronics
1117,UNISYSCORPORATION,10689749519,16051912538,17625,21953.18132,4102586970,2,UNISYS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,unisys,17187,52%,47%,,,2016,"$76,446 ","$50,352 ","$95,000 ","$68,906 ",$555 ,$0 ,"$145,907 ",39477,D000022291,UNISYS CORP,unisys
1118,UNITEDPARCELSERVICEINC,159562587.3,462858264.6,23999,304562.4232,4017699588,2,"UNITED PARCEL SERVICE, INC.",,OTHER THAN SMALL BUSINESS,2016,united parcel service,445,33%,66%,,,2016,"$1,212,974 ","$442,195 ","$3,227,755 ","$2,453,410 ","$11,009 ","$5,500 ","$3,704,883 ",526,D000000081,UNITED PARCEL SERVICE,united parcel service
1119,UNITEDTECHNOLOGIESCORPORATION,7193750933,16989596622,120457,263769.3017,30119540359,2,UNITED TECHNOLOGIES CORPORATION,,OTHER THAN SMALL BUSINESS,2016,united technologies,2164,40%,59%,,,2016,"$628,859 ","$139,554 ","$1,425,125 ","$927,989 ","$1,135 ",$0 ,"$1,576,034 ",2373,D000000209,UNITED TECHNOLOGIES,united technologies
1120,USECOLOGYINC,77234156.27,257608986.8,99,465.0246753,114305473.2,2,US ECOLOGY  INC.,,OTHER THAN SMALL BUSINESS,2016,us ecology,21658,4%,96%,,,2016,$638 ,"$1,638 ","$14,271 ","$15,271 ",$0 ,$0 ,"$15,909 ",45607,D000023950,US ECOLOGY,us ecology
1121,VALEROENERGYCORPORATION,285994741.1,1293251585,8584,10546.57493,137144339,2,VALERO ENERGY CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,valero energy,17344,3%,97%,,,2016,"$19,110 ","$31,017 ","$651,000 ","$677,517 ",$0 ,"$17,700 ","$699,717 ",39646,D000022303,VALERO ENERGY,valero energy
1122,VARIANMEDICALSYSTEMSINC,95770499.8,690835351,516,4607.099644,494263731.2,2,"VARIAN MEDICAL SYSTEMS, INC.",,OTHER THAN SMALL BUSINESS,2016,varian medical systems,43167,68%,30%,,,2016,"$119,902 ","$94,908 ","$78,000 ","$53,006 ",$529 ,$0 ,"$176,437 ",72802,D000029636,VARIAN MEDICAL SYSTEMS,varian medical systems
1123,VECTRENCORPORATION,444249047.3,444249047.3,331,5281.687033,2306076165,2,VECTREN CORPORATION,,OTHER THAN SMALL BUSINESS,2016,vectren,43177,18%,75%,,,2016,"$18,991 ","$47,941 ","$49,850 ","$78,800 ",$0 ,$0 ,"$104,791 ",72817,D000029641,VECTREN CORP,vectren
1124,VERIZONCOMMUNICATIONSINC,5677619214,7.57081E+11,88127,96195.87631,71908121483,2,VERIZON COMMUNICATIONS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,verizon communications,413,48%,51%,,,2016,"$1,620,193 ","$1,040,394 ","$2,316,500 ","$1,735,726 ","$19,263 ",$0 ,"$3,395,277 ",492,D000000079,VERIZON COMMUNICATIONS,verizon communications
1125,VIGORINDUSTRIALLLC,2917146669,2917146669,1720,1297.164706,297188800.9,2,VIGOR INDUSTRIAL LLC,,OTHER THAN SMALL BUSINESS,2016,vigor industrial,45294,63%,37%,,,2016,"$37,427 ","$30,527 ","$28,500 ","$21,600 ",$0 ,$0 ,"$59,027 ",56963,D000058250,VIGOR INDUSTRIAL,vigor industrial
1126,WASTEMANAGEMENTINC,29353106.99,29470324.01,1941,38818.12927,10343622198,2,"WASTE MANAGEMENT, INC.",,OTHER THAN SMALL BUSINESS,2016,waste management,1560,10%,44%,,,2016,"$55,173 ","$209,023 ","$89,750 ","$243,700 ",$0 ,"$250,000 ","$560,873 ",1721,D000000161,WASTE MANAGEMENT INC,waste management
1127,WESTONSOLUTIONSHOLDINGSINC,796807418.4,967946886.5,10325,1711.977098,428030482.8,2,"WESTON SOLUTIONS HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2016,weston solutions,43967,24%,75%,,,2016,"$10,296 ","$5,921 ","$36,500 ","$31,940 ",$100 ,$0 ,"$42,521 ",73801,D000029835,WESTON SOLUTIONS,weston solutions
1128,WILLIAMSINTERNATIONALCOLLC,1591532,1591532,1288,909.7249313,245192307.7,2,"WILLIAMS INTERNATIONAL CO., L.L.C.",,OTHER THAN SMALL BUSINESS,2016,williams,5268,6%,94%,,,2016,"$27,787 ","$22,770 ","$467,500 ","$462,458 ",$0 ,$0 ,"$490,270 ",5748,D000000480,WILLIAMS COMPANIES,williams
1129,WOOLPERTINC,7008570.82,7069028.57,12376,703.3568475,107501292,2,"WOOLPERT, INC.",,OTHER THAN SMALL BUSINESS,2016,woolpert,54316,14%,86%,,,2016,"$7,375 ","$5,565 ","$45,764 ","$43,954 ",$0 ,$0 ,"$51,329 ",85457,D000031142,WOOLPERT INC,woolpert
1130,XCELENERGYINC,13967555.83,58931500.83,94,7372.176265,3698563022,1,XCEL ENERGY INC.,,OTHER THAN SMALL BUSINESS,2016,xcel energy,17655,39%,61%,,,2016,"$227,223 ","$110,301 ","$476,200 ","$357,968 ",$510 ,$0 ,"$590,591 ",39983,D000022329,XCEL ENERGY,xcel energy
1131,XEROXCORPORATION,267285980.2,323441879.2,47166,46920.18319,43393865545,2,XEROX CORPORATION,,OTHER THAN SMALL BUSINESS,2016,xerox,6654,54%,45%,,,2016,"$388,993 ","$639,648 ","$69,500 ","$318,808 ","$6,772 ",$0 ,"$716,125 ",7261,D000000607,XEROX CORP,xerox
1132,3MCOMPANY,1210839274,8127077626,193369,36500.10439,13144035677,2,3M COMPANY,,OTHER THAN SMALL BUSINESS,2018,3m,11991,38%,51%,,,2018,"$180,230 ","$114,991 ","$307,000 ","$240,447 ","$1,110 ","$50,000 ","$473,801 ",33791,D000021800,3M CO,3m
1133,AARCORP,7890784992,4.32415E+12,34905,5811.590769,1809030588,2,AAR CORP.,,OTHER THAN SMALL BUSINESS,2018,aar,18742,62%,39%,,,2018,"$51,380 ","$75,505 ","$8,100 ","$32,150 ",$0 ,$0 ,"$83,605 ",22608,D000046283,AAR CORP,aar
1134,ABBLTD,38453828.91,61029451.88,10628,116068.5077,35183495304,2,ABB LTD,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,abb,20186,46%,52%,,,2018,"$6,696 ","$3,796 ","$10,500 ","$7,540 ",$200 ,$0 ,"$14,496 ",43914,D000023729,ABB GROUP,abb
1135,ABBOTTLABORATORIES,1042169977,9352527035,59417,50686.39688,23751589689,2,ABBOTT LABORATORIES,,OTHER THAN SMALL BUSINESS,2018,abbott laboratories,4122,38%,58%,,,2018,"$486,648 ","$187,832 ","$1,055,500 ","$755,625 ","$50,750 ",$0 ,"$1,295,182 ",4505,D000000383,ABBOTT LABORATORIES,abbott laboratories
1136,ABVOLVO,196900113.3,3258500392,1421,86957.99717,66233154636,2,AB VOLVO,,OTHER THAN SMALL BUSINESS,2018,ab volvo,116814,41%,59%,,,2018,"$8,285 ","$4,320 ","$16,000 ","$12,035 ",$125 ,$0 ,"$20,445 ",158978,D000042165,AB VOLVO,ab volvo
1137,ACCENTUREINC,85794471836,1.80805E+12,78033,126731.8838,70760452258,2,ACCENTURE INC.,,OTHER THAN SMALL BUSINESS,2018,accenture,8492,45%,51%,,,2018,"$468,010 ","$711,238 ","$287,000 ","$527,038 ","$38,689 ",$0 ,"$1,043,532 ",9278,D000000786,ACCENTURE,accenture
1138,AESCORPORATIONTHE,930351844.6,7987062994,131,8422.6,7342668762,2,AES CORPORATION  THE,,OTHER THAN SMALL BUSINESS,2018,aes,20452,54%,44%,,,2018,"$88,779 ","$21,531 ","$139,250 ","$71,965 ",$600 ,$0 ,"$164,381 ",44226,D000023775,AES CORP,aes
1139,AFOGNAKNATIVECORPORATION,14637231213,1.79591E+12,62795,342.5218131,20786996.2,2,AFOGNAK NATIVE CORPORATION,,SMALL BUSINESS,2018,afognak native,20502,0%,99%,,,2018,$27 ,$77 ,"$12,700 ","$12,700 ",$0 ,$0 ,"$12,777 ",44280,D000023779,AFOGNAK NATIVE CORP,afognak native
1140,ALEREINC,54527203.14,329047891.3,455,2471.289333,194083853.7,2,ALERE INC.,,OTHER THAN SMALL BUSINESS,2018,alere,81968,58%,42%,,,2018,"$13,613 ","$16,853 ","$6,700 ","$9,901 ",$0 ,$0 ,"$23,553 ",100964,D000065577,ALERE INC,alere
1141,AMERICANAIRLINESINC,24841150.84,24841150.84,315,15,1189638272,1,AMERICAN AIRLINES INC.,,OTHER THAN SMALL BUSINESS,2018,american airlines,86773,47%,50%,,,2018,"$695,709 ","$796,130 ","$650,435 ","$746,120 ","$15,632 ",($25),"$1,496,723 ",107889,D000067697,AMERICAN AIRLINES GROUP,american airlines
1142,AMERICANAPPARELINC,112031860.7,1974294977,1519,697.2706529,84786297.68,2,AMERICAN APPAREL  INC.,,SMALL BUSINESS,2018,american apparel,96584,0%,100%,,,2018,$0 ,$0 ,"$8,900 ","$8,900 ",$0 ,$0 ,"$8,900 ",121075,D000071072,AMERICAN APPAREL INC,american apparel
1143,AMERICANELECTRICPOWERCOMPANYINC,959973724.2,1687975725,100,16938.65819,11545397282,2,AMERICAN ELECTRIC POWER COMPANY  INC.,,OTHER THAN SMALL BUSINESS,2018,american electric power,6268,14%,79%,,,2018,"$67,992 ","$199,462 ","$241,250 ","$372,657 ",$0 ,"$25,000 ","$470,712 ",6841,D000000573,AMERICAN ELECTRIC POWER,american electric power
1144,AMERICANHOSPITALASSOCIATIONINC,222358319.4,474535613.4,162,246.6301587,72384267.4,2,AMERICAN HOSPITAL ASSOCIATION INC,,OTHER THAN SMALL BUSINESS,2018,american hospital,910,57%,43%,,,2018,"$1,190,702 ","$180,013 ","$1,905,151 ","$892,891 ",$0 ,$0 ,"$2,103,006 ",1026,D000000116,AMERICAN HOSPITAL ASSN,american hospital
1145,AMERICANPHARMACISTSASSOCIATION,16750719.18,16750719.18,4,100,34681640,2,AMERICAN PHARMACISTS ASSOCIATION,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,american pharmacists,22032,49%,51%,,,2018,"$67,513 ","$6,588 ","$130,500 ","$69,575 ",$0 ,$0 ,"$137,088 ",46023,D000023992,AMERICAN PHARMACISTS ASSN,american pharmacists
1146,AMERICANSYSTEMSCORPORATION,4033910193,5.68248E+12,33251,1871.294036,363592207.2,2,AMERICAN SYSTEMS CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018,american systems,22381,8%,92%,,,2018,"$1,061 ","$1,411 ","$12,500 ","$12,850 ",$0 ,$0 ,"$13,911 ",46405,D000024025,AMERICAN SYSTEMS CORP,american systems
1147,AMERISOURCEBERGENCORPORATION,4073441977,2.18072E+11,1303675,9946.783831,73054064106,2,AMERISOURCEBERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2018,amerisourcebergen,12470,45%,55%,,,2018,"$595,052 ","$89,773 ","$1,242,000 ","$737,619 ",$150 ,$0 ,"$1,337,178 ",34310,D000021841,AMERISOURCEBERGEN CORP,amerisourcebergen
1148,AMGENINC,469547346.8,22253868599,10000,14166.66667,15052777870,1,AMGEN INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,amgen,4214,39%,61%,,,2018,"$791,143 ","$493,824 ","$1,544,750 ","$1,244,315 ","$1,527 ","$10,000 ","$2,053,502 ",4605,D000000391,AMGEN INC,amgen
1149,ANALYTICALGRAPHICSINC,194995221.5,234193574.6,15210,220.910379,52945403.59,2,ANALYTICAL GRAPHICS  INC.,,OTHER THAN SMALL BUSINESS,2018,analytical graphics,22704,40%,60%,,,2018,"$6,000 ",$500 ,"$14,500 ","$9,000 ",$0 ,$0 ,"$15,000 ",46773,D000024070,ANALYTICAL GRAPHICS INC,analytical graphics
1150,ARAMARKHOLDINGSCORPORATION,286897190.1,395355982,889,218695.6076,11317460766,2,ARAMARK HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2018,aramark,22891,60%,39%,,,2018,"$42,030 ","$62,858 ","$6,700 ","$26,841 ",$230 ,$0 ,"$69,788 ",46997,D000024107,ARAMARK CORP,aramark
1151,ARCADISNV,2452950851,3881050445,16282,14724.69819,838551680.3,2,ARCADIS N.V.,,OTHER THAN SMALL BUSINESS,2018,arcadis nv,84467,73%,27%,,,2018,"$6,676 ","$8,951 ",$250 ,"$2,450 ",$0 ,$0 ,"$9,201 ",104629,D000066743,ARCADIS NV,arcadis nv
1152,ASSOCIATEDMILKPRODUCERSINC,74492298.68,78188958.68,223,1254.5625,1784562533,2,ASSOCIATED MILK PRODUCERS INC,,OTHER THAN SMALL BUSINESS,2018,associated milk producers,124,73%,27%,,,2018,"$29,000 ",$250 ,"$39,500 ","$10,750 ",$0 ,$0 ,"$39,750 ",184,D000000060,ASSOCIATED MILK PRODUCERS,associated milk producers
1153,ASSOCIATIONOFAMERICANRAILROADS,125790493.3,154247593.4,95,416.4510936,121175864.9,2,ASSOCIATION OF AMERICAN RAILROADS,,SMALL BUSINESS,2018,american railroads,7993,47%,53%,,,2018,"$114,316 ","$21,328 ","$220,500 ","$127,427 ",$0 ,$0 ,"$241,828 ",8728,D000000735,ASSOCIATION OF AMERICAN RAILROADS,american railroads
1154,ASTRAZENECAPLC,233471245,1.46842E+11,40047,27524.10131,22493202454,2,ASTRAZENECA PLC,,OTHER THAN SMALL BUSINESS,2018,astrazeneca,2445,45%,55%,,,2018,"$333,795 ","$81,422 ","$663,750 ","$411,208 ",$675 ,$0 ,"$746,372 ",3140,D000043112,ASTRAZENECA PLC,astrazeneca
1155,ATLASAIRWORLDWIDEHOLDINGSINC,50061191.09,3328115495,1396,2220.727959,1635539549,2,ATLAS AIR WORLDWIDE HOLDINGS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,atlas air worldwide,17245,30%,70%,,,2018,"$148,046 ","$87,335 ","$406,500 ","$345,707 ",$150 ,$0 ,"$494,185 ",20717,D000045889,ATLAS AIR WORLDWIDE,atlas air worldwide
1156,ATLASGROUPLTD,55342450.88,10696656976,5940,23.68235294,4956176.471,2,ATLAS GROUP LTD,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018,atlas,23419,0%,100%,,,2018,$0 ,$0 ,"$10,010 ","$10,010 ",$0 ,$0 ,"$10,010 ",47610,D000024192,ATLAS PAC,atlas
1157,ATMOSENERGYCORPORATION,49568876.03,62538098.46,163,4545.233252,6339505968,2,ATMOS ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2018,atmos energy,23426,13%,87%,,,2018,"$14,969 ","$9,007 ","$102,500 ","$96,538 ",$0 ,$0 ,"$111,507 ",47618,D000024193,ATMOS ENERGY,atmos energy
1158,ATTINC,17601285409,3.32808E+12,101599,231985.3239,42695341322,2,AT&T INC.,,OTHER THAN SMALL BUSINESS,2018,att,364,45%,47%,,,2018,"$3,721,908 ","$3,072,691 ","$4,604,200 ","$3,877,445 ","$495,529 ","$29,500 ","$8,248,777 ",440,D000000076,AT&T INC,att
1159,AUSTALUSALLC,1.69286E+11,2.03514E+11,360,3781.816306,603458646.6,2,AUSTAL USA  LLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,austal usa,3203,24%,76%,,,2018,"$13,850 ",$800 ,"$56,400 ","$43,350 ",$0 ,$0 ,"$57,200 ",4133,D000047511,AUSTAL USA,austal usa
1160,BAESYSTEMSHOLDINGSINC,1175248.09,1282654.49,1,115,20000000,1,BAE SYSTEMS HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2018,bae systems,6407,43%,57%,,,2018,"$478,724 ","$149,154 ","$968,000 ","$634,388 ","$1,970 ",$0 ,"$1,122,769 ",6990,D000000583,BAE SYSTEMS,bae systems
1161,BAESYSTEMSPLC,6.0617E+11,6.97112E+12,124574,51745.90355,43335410291,2,BAE SYSTEMS PLC,,OTHER THAN SMALL BUSINESS,2018,bae systems,6407,43%,57%,,,2018,"$478,724 ","$149,154 ","$968,000 ","$634,388 ","$1,970 ",$0 ,"$1,122,769 ",6990,D000000583,BAE SYSTEMS,bae systems
1162,BALLCORPORATION,23947451342,28336042448,6166,2885.975408,754425650.3,2,BALL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,ball,23697,32%,68%,,,2018,"$109,722 ","$8,794 ","$333,000 ","$232,069 ","$2,000 ",$0 ,"$343,794 ",47935,D000024239,BALL CORP,ball
1163,BAXTERINTERNATIONALINC,48671915.83,26988651025,15824,60018464.77,7591729318,2,BAXTER INTERNATIONAL INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,baxter,7028,38%,61%,,,2018,"$57,269 ","$35,974 ","$113,000 ","$91,421 ",$0 ,$0 ,"$148,974 ",7671,D000000643,BAXTER INTERNATIONAL,baxter
1164,BAYERAG,19661396.98,66863496261,33802,16370.30138,6638459184,2,BAYER AG,OTHER,OTHER THAN SMALL BUSINESS,2018,bayer ag,117527,39%,59%,,,2018,"$405,487 ","$235,216 ","$772,000 ","$601,867 ","$1,386 ","$17,694 ","$1,028,004 ",159889,D000042363,BAYER AG,bayer ag
1165,BECHTELGROUPINC,1.11967E+12,1.11967E+12,711,23473.16171,17118678217,2,BECHTEL GROUP  INC.,,OTHER THAN SMALL BUSINESS,2018,bechtel,2453,36%,44%,,,2018,"$212,509 ","$207,155 ","$270,500 ","$265,014 ","$121,075 ",$0 ,"$599,386 ",2690,D000000237,BECHTEL GROUP,bechtel
1166,BERKSHIREHATHAWAYINC,4814826619,80936573712,83470,238793.5646,64748359352,2,BERKSHIRE HATHAWAY INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,berkshire hathaway,11835,38%,60%,,,2018,"$1,736,994 ","$1,682,705 ","$2,816,087 ","$2,757,019 ","$15,300 ","$5,750 ","$4,584,053 ",33592,D000021757,BERKSHIRE HATHAWAY,berkshire hathaway
1167,BLACKROCKINC,108347173.8,336278872.4,251,9874.371111,6071480336,2,BLACKROCK  INC.,,OTHER THAN SMALL BUSINESS,2018,blackrock,12770,60%,36%,,,2018,"$933,490 ","$1,059,319 ","$442,500 ","$562,200 ","$55,200 ",$0 ,"$1,560,791 ",34641,D000021872,BLACKROCK INC,blackrock
1168,BLACKVEATCHCORPORATION,147836892.8,83506493.79,1001,4950,1645281024,1,BLACK & VEATCH CORPORATION,,OTHER THAN SMALL BUSINESS,2018,black veatch,24102,48%,53%,,,2018,"$19,514 ","$13,086 ","$28,000 ","$21,557 ",$0 ,$0 ,"$41,086 ",48472,D000024371,BLACK & VEATCH,black veatch
1169,BOEINGCOMPANYTHE,1107700461,3245475401,1119,140113.6513,64836004408,2,"BOEING COMPANY, THE",,OTHER THAN SMALL BUSINESS,2018,boeing,717,47%,52%,,,2018,"$2,019,800 ","$1,173,290 ","$3,074,999 ","$2,219,074 ","$18,063 ",$0 ,"$4,286,988 ",817,D000000100,BOEING CO,boeing
1170,THEBOEINGCOMPANY,8.97108E+12,1.91477E+13,152278,153634.4772,1.51188E+11,2,THE BOEING COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,boeing,717,47%,52%,,,2018,"$2,019,800 ","$1,173,290 ","$3,074,999 ","$2,219,074 ","$18,063 ",$0 ,"$4,286,988 ",817,D000000100,BOEING CO,boeing
1171,BOMBARDIERINC,50356643.53,52868594.78,39,56075.03,13976711667,2,BOMBARDIER INC,,OTHER THAN SMALL BUSINESS,2018,bombardier,3447,51%,50%,,,2018,"$20,775 ",$675 ,"$40,500 ","$20,400 ",$0 ,$0 ,"$41,175 ",4323,D000043293,BOMBARDIER INC,bombardier
1172,BOSTONSCIENTIFICCORPORATION,108131020.1,1530008825,5212,38894.31034,7988052524,2,BOSTON SCIENTIFIC CORPORATION,,OTHER THAN SMALL BUSINESS,2018,boston scientific,12838,26%,72%,,,2018,"$163,167 ","$152,345 ","$467,000 ","$454,597 ",$700 ,"$15,000 ","$635,745 ",34715,D000021878,BOSTON SCIENTIFIC CORP,boston scientific
1173,BPPLC,19778351.92,234656436.5,30197,51827.93607,3.92029E+11,2,BP P.L.C.,,OTHER THAN SMALL BUSINESS,2018,bp,604,42%,58%,,,2018,"$249,570 ","$215,826 ","$379,500 ","$345,350 ","$2,000 ",$0 ,"$601,106 ",695,D000000091,BP,bp
1174,BRUNSWICKCORPORATION,70848751.28,17461609125,105646,13814.58092,2991786426,2,BRUNSWICK CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,brunswick,24456,33%,67%,,,2018,"$19,192 ","$3,308 ","$55,500 ","$39,601 ",$0 ,$0 ,"$58,808 ",48951,D000024496,BRUNSWICK CORP,brunswick
1175,BURNSMCDONNELLINC,453463725.2,22535341344,10562,3986.588307,1573148660,2,BURNS & MCDONNELL  INC.,,OTHER THAN SMALL BUSINESS,2018,burns mcdonnell,24544,41%,58%,,,2018,"$182,274 ","$140,180 ","$304,500 ","$262,376 ","$5,000 ",$0 ,"$450,080 ",49061,D000024518,BURNS & MCDONNELL,burns mcdonnell
1176,BUTTERBALLLLC,9573501.2,9573501.2,9,5500,1400000000,1,BUTTERBALL  LLC,,OTHER THAN SMALL BUSINESS,2018,butterball,24586,83%,17%,,,2018,"$2,447 ","$2,447 ",$500 ,$500 ,$0 ,$0 ,"$2,947 ",49114,D000024529,BUTTERBALL LLC,butterball
1177,CALIFORNIAWATERSERVICEGROUP,1462642223,1462941281,22,1133.75,565479472.8,2,CALIFORNIA WATER SERVICE GROUP,,OTHER THAN SMALL BUSINESS,2018,california water service,24851,55%,45%,,,2018,"$25,540 ","$1,840 ","$44,900 ","$21,200 ",$0 ,$0 ,"$46,740 ",49425,D000024575,CALIFORNIA WATER SERVICE GROUP,california water service
1178,CARDINALHEALTHINC,1708593894,83664003558,997049,27822.33576,95867439737,2,CARDINAL HEALTH  INC.,,OTHER THAN SMALL BUSINESS,2018,cardinal health,13014,37%,62%,,,2018,"$228,608 ","$51,964 ","$572,000 ","$385,220 ",$500 ,$0 ,"$625,944 ",34905,D000021892,CARDINAL HEALTH,cardinal health
