,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,% to Dems,% to Repubs,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,org_id,org_name,org_name_clean
1113,AARCORP,7890784992,4.32E+12,34905,5811.590769,1809030588,2,AAR CORP.,,OTHER THAN SMALL BUSINESS,2018,aar,62%,39%,2018,"$51,380 ","$75,505 ","$8,100 ","$32,150 ",$0,$0,"$83,605 ",D000046283,AAR CORP,aar
1114,ABBLTD,38453828.91,61029451.88,10628,116068.5077,35183495304,2,ABB LTD,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,abb,46%,52%,2018,"$6,696 ","$3,796 ","$10,500 ","$7,540 ",$200,$0,"$14,496 ",D000023729,ABB GROUP,abb
1115,ABBOTTLABORATORIES,1042169977,9352527035,59417,50686.39688,23751589689,2,ABBOTT LABORATORIES,,OTHER THAN SMALL BUSINESS,2018,abbott laboratories,38%,58%,2018,"$486,648 ","$187,832 ","$1,055,500 ","$755,625 ","$50,750 ",$0,"$1,295,182 ",D000000383,ABBOTT LABORATORIES,abbott laboratories
1116,ABVOLVO,196900113.3,3258500392,1421,86957.99717,66233154636,2,AB VOLVO,,OTHER THAN SMALL BUSINESS,2018,ab volvo,41%,59%,2018,"$8,285 ","$4,320 ","$16,000 ","$12,035 ",$125,$0,"$20,445 ",D000042165,AB VOLVO,ab volvo
1117,ACCENTUREINC,85794471836,1.81E+12,78033,126731.8838,70760452258,2,ACCENTURE INC.,,OTHER THAN SMALL BUSINESS,2018,accenture,45%,51%,2018,"$468,010 ","$711,238 ","$287,000 ","$527,038 ","$38,689 ",$0,"$1,043,532 ",D000000786,ACCENTURE,accenture
1118,AESCORPORATIONTHE,930351844.6,7987062994,131,8422.6,7342668762,2,AES CORPORATION THE,,OTHER THAN SMALL BUSINESS,2018,aes,54%,44%,2018,"$88,779 ","$21,531 ","$139,250 ","$71,965 ",$600,$0,"$164,381 ",D000023775,AES CORP,aes
1119,AFOGNAKNATIVECORPORATION,14637231213,1.8E+12,62795,342.5218131,20786996.2,2,AFOGNAK NATIVE CORPORATION,,SMALL BUSINESS,2018,afognak native,0%,99%,2018,$27,$77,"$12,700 ","$12,700 ",$0,$0,"$12,777 ",D000023779,AFOGNAK NATIVE CORP,afognak native
1120,ALEREINC,54527203.14,329047891.3,455,2471.289333,194083853.7,2,ALERE INC.,,OTHER THAN SMALL BUSINESS,2018,alere,58%,42%,2018,"$13,613 ","$16,853 ","$6,700 ","$9,901 ",$0,$0,"$23,553 ",D000065577,ALERE INC,alere
1121,AMERICANAIRLINESINC,24841150.84,24841150.84,315,15,1189638272,1,AMERICAN AIRLINES INC.,,OTHER THAN SMALL BUSINESS,2018,american airlines,47%,50%,2018,"$695,709 ","$796,130 ","$650,435 ","$746,120 ","$15,632 ",($25),"$1,496,723 ",D000067697,AMERICAN AIRLINES GROUP,american airlines
1122,AMERICANAPPARELINC,112031860.7,1974294977,1519,697.2706529,84786297.68,2,AMERICAN APPAREL INC.,,SMALL BUSINESS,2018,american apparel,0%,100%,2018,$0,$0,"$8,900 ","$8,900 ",$0,$0,"$8,900 ",D000071072,AMERICAN APPAREL INC,american apparel
1123,AMERICANELECTRICPOWERCOMPANYINC,959973724.2,1687975725,100,16938.65819,11545397282,2,AMERICAN ELECTRIC POWER COMPANY INC.,,OTHER THAN SMALL BUSINESS,2018,american electric power,14%,79%,2018,"$67,992 ","$199,462 ","$241,250 ","$372,657 ",$0,"$25,000 ","$470,712 ",D000000573,AMERICAN ELECTRIC POWER,american electric power
1124,AMERICANHOSPITALASSOCIATIONINC,222358319.4,474535613.4,162,246.6301587,72384267.4,2,AMERICAN HOSPITAL ASSOCIATION INC,,OTHER THAN SMALL BUSINESS,2018,american hospital,57%,43%,2018,"$1,190,702 ","$180,013 ","$1,905,151 ","$892,891 ",$0,$0,"$2,103,006 ",D000000116,AMERICAN HOSPITAL ASSN,american hospital
1125,AMERICANPHARMACISTSASSOCIATION,16750719.18,16750719.18,4,100,34681640,2,AMERICAN PHARMACISTS ASSOCIATION,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,american pharmacists,49%,51%,2018,"$67,513 ","$6,588 ","$130,500 ","$69,575 ",$0,$0,"$137,088 ",D000023992,AMERICAN PHARMACISTS ASSN,american pharmacists
1126,AMERICANSYSTEMSCORPORATION,4033910193,5.68E+12,33251,1871.294036,363592207.2,2,AMERICAN SYSTEMS CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018,american systems,8%,92%,2018,"$1,061 ","$1,411 ","$12,500 ","$12,850 ",$0,$0,"$13,911 ",D000024025,AMERICAN SYSTEMS CORP,american systems
1127,AMERISOURCEBERGENCORPORATION,4073441977,2.18E+11,1303675,9946.783831,73054064106,2,AMERISOURCEBERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2018,amerisourcebergen,45%,55%,2018,"$595,052 ","$89,773 ","$1,242,000 ","$737,619 ",$150,$0,"$1,337,178 ",D000021841,AMERISOURCEBERGEN CORP,amerisourcebergen
1128,AMGENINC,469547346.8,22253868599,10000,14166.66667,15052777870,1,AMGEN INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,amgen,39%,61%,2018,"$791,143 ","$493,824 ","$1,544,750 ","$1,244,315 ","$1,527 ","$10,000 ","$2,053,502 ",D000000391,AMGEN INC,amgen
1129,ANALYTICALGRAPHICSINC,194995221.5,234193574.6,15210,220.910379,52945403.59,2,ANALYTICAL GRAPHICS INC.,,OTHER THAN SMALL BUSINESS,2018,analytical graphics,40%,60%,2018,"$6,000 ",$500,"$14,500 ","$9,000 ",$0,$0,"$15,000 ",D000024070,ANALYTICAL GRAPHICS INC,analytical graphics
1130,ARAMARKHOLDINGSCORPORATION,286897190.1,395355982,889,218695.6076,11317460766,2,ARAMARK HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2018,aramark,60%,39%,2018,"$42,030 ","$62,858 ","$6,700 ","$26,841 ",$230,$0,"$69,788 ",D000024107,ARAMARK CORP,aramark
1131,ARCADISNV,2452950851,3881050445,16282,14724.69819,838551680.3,2,ARCADIS N.V.,,OTHER THAN SMALL BUSINESS,2018,arcadis nv,73%,27%,2018,"$6,676 ","$8,951 ",$250,"$2,450 ",$0,$0,"$9,201 ",D000066743,ARCADIS NV,arcadis nv
1132,ASSOCIATEDMILKPRODUCERSINC,74492298.68,78188958.68,223,1254.5625,1784562533,2,ASSOCIATED MILK PRODUCERS INC,,OTHER THAN SMALL BUSINESS,2018,associated milk producers,73%,27%,2018,"$29,000 ",$250,"$39,500 ","$10,750 ",$0,$0,"$39,750 ",D000000060,ASSOCIATED MILK PRODUCERS,associated milk producers
1133,ASSOCIATIONOFAMERICANRAILROADS,125790493.3,154247593.4,95,416.4510936,121175864.9,2,ASSOCIATION OF AMERICAN RAILROADS,,SMALL BUSINESS,2018,american railroads,47%,53%,2018,"$114,316 ","$21,328 ","$220,500 ","$127,427 ",$0,$0,"$241,828 ",D000000735,ASSOCIATION OF AMERICAN RAILROADS,american railroads
1134,ASTRAZENECAPLC,233471245,1.47E+11,40047,27524.10131,22493202454,2,ASTRAZENECA PLC,,OTHER THAN SMALL BUSINESS,2018,astrazeneca,45%,55%,2018,"$333,795 ","$81,422 ","$663,750 ","$411,208 ",$675,$0,"$746,372 ",D000043112,ASTRAZENECA PLC,astrazeneca
1135,ATLASAIRWORLDWIDEHOLDINGSINC,50061191.09,3328115495,1396,2220.727959,1635539549,2,ATLAS AIR WORLDWIDE HOLDINGS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,atlas air worldwide,30%,70%,2018,"$148,046 ","$87,335 ","$406,500 ","$345,707 ",$150,$0,"$494,185 ",D000045889,ATLAS AIR WORLDWIDE,atlas air worldwide
1136,ATLASGROUPLTD,55342450.88,10696656976,5940,23.68235294,4956176.471,2,ATLAS GROUP LTD,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018,atlas,0%,100%,2018,$0,$0,"$10,010 ","$10,010 ",$0,$0,"$10,010 ",D000024192,ATLAS PAC,atlas
1137,ATMOSENERGYCORPORATION,49568876.03,62538098.46,163,4545.233252,6339505968,2,ATMOS ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2018,atmos energy,13%,87%,2018,"$14,969 ","$9,007 ","$102,500 ","$96,538 ",$0,$0,"$111,507 ",D000024193,ATMOS ENERGY,atmos energy
1138,ATTINC,17601285409,3.33E+12,101599,231985.3239,42695341322,2,AT&T INC.,,OTHER THAN SMALL BUSINESS,2018,att,45%,47%,2018,"$3,721,908 ","$3,072,691 ","$4,604,200 ","$3,877,445 ","$495,529 ","$29,500 ","$8,248,777 ",D000000076,AT&T INC,att
1139,AUSTALUSALLC,1.69E+11,2.04E+11,360,3781.816306,603458646.6,2,AUSTAL USA LLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,austal usa,24%,76%,2018,"$13,850 ",$800,"$56,400 ","$43,350 ",$0,$0,"$57,200 ",D000047511,AUSTAL USA,austal usa
1140,BAESYSTEMSPLC,6.06E+11,6.97E+12,124575,51860.90355,43355410291,3,BAE SYSTEMS PLC,,OTHER THAN SMALL BUSINESS,2018,bae systems,43%,57%,2018,"$478,724 ","$149,154 ","$968,000 ","$634,388 ","$1,970 ",$0,"$1,122,769 ",D000000583,BAE SYSTEMS,bae systems
1141,BALLCORPORATION,23947451342,28336042448,6166,2885.975408,754425650.3,2,BALL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,ball,32%,68%,2018,"$109,722 ","$8,794 ","$333,000 ","$232,069 ","$2,000 ",$0,"$343,794 ",D000024239,BALL CORP,ball
1142,BAXTERINTERNATIONALINC,48671915.83,26988651025,15824,60018464.77,7591729318,2,BAXTER INTERNATIONAL INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,baxter,38%,61%,2018,"$57,269 ","$35,974 ","$113,000 ","$91,421 ",$0,$0,"$148,974 ",D000000643,BAXTER INTERNATIONAL,baxter
1143,BAYERAG,19661396.98,66863496261,33802,16370.30138,6638459184,2,BAYER AG,OTHER,OTHER THAN SMALL BUSINESS,2018,bayer ag,39%,59%,2018,"$405,487 ","$235,216 ","$772,000 ","$601,867 ","$1,386 ","$17,694 ","$1,028,004 ",D000042363,BAYER AG,bayer ag
1144,BECHTELGROUPINC,1.12E+12,1.12E+12,711,23473.16171,17118678217,2,BECHTEL GROUP INC.,,OTHER THAN SMALL BUSINESS,2018,bechtel,36%,44%,2018,"$212,509 ","$207,155 ","$270,500 ","$265,014 ","$121,075 ",$0,"$599,386 ",D000000237,BECHTEL GROUP,bechtel
1145,BERKSHIREHATHAWAYINC,4814826619,80936573712,83470,238793.5646,64748359352,2,BERKSHIRE HATHAWAY INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,berkshire hathaway,38%,60%,2018,"$1,736,994 ","$1,682,705 ","$2,816,087 ","$2,757,019 ","$15,300 ","$5,750 ","$4,584,053 ",D000021757,BERKSHIRE HATHAWAY,berkshire hathaway
1146,BLACKROCKINC,108347173.8,336278872.4,251,9874.371111,6071480336,2,BLACKROCK INC.,,OTHER THAN SMALL BUSINESS,2018,blackrock,60%,36%,2018,"$933,490 ","$1,059,319 ","$442,500 ","$562,200 ","$55,200 ",$0,"$1,560,791 ",D000021872,BLACKROCK INC,blackrock
1147,BLACKVEATCHCORPORATION,147836892.8,83506493.79,1001,4950,1645281024,1,BLACK & VEATCH CORPORATION,,OTHER THAN SMALL BUSINESS,2018,black veatch,48%,53%,2018,"$19,514 ","$13,086 ","$28,000 ","$21,557 ",$0,$0,"$41,086 ",D000024371,BLACK & VEATCH,black veatch
1148,THEBOEINGCOMPANY,8.97E+12,1.92E+13,153397,293748.1285,2.16E+11,4,THE BOEING COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,boeing,47%,52%,2018,"$2,019,800 ","$1,173,290 ","$3,074,999 ","$2,219,074 ","$18,063 ",$0,"$4,286,988 ",D000000100,BOEING CO,boeing
1149,BOMBARDIERINC,50356643.53,52868594.78,39,56075.03,13976711667,2,BOMBARDIER INC,,OTHER THAN SMALL BUSINESS,2018,bombardier,51%,50%,2018,"$20,775 ",$675,"$40,500 ","$20,400 ",$0,$0,"$41,175 ",D000043293,BOMBARDIER INC,bombardier
1150,BOSTONSCIENTIFICCORPORATION,108131020.1,1530008825,5212,38894.31034,7988052524,2,BOSTON SCIENTIFIC CORPORATION,,OTHER THAN SMALL BUSINESS,2018,boston scientific,26%,72%,2018,"$163,167 ","$152,345 ","$467,000 ","$454,597 ",$700,"$15,000 ","$635,745 ",D000021878,BOSTON SCIENTIFIC CORP,boston scientific
1151,BPPLC,19778351.92,234656436.5,30197,51827.93607,3.92E+11,2,BP P.L.C.,,OTHER THAN SMALL BUSINESS,2018,bp,42%,58%,2018,"$249,570 ","$215,826 ","$379,500 ","$345,350 ","$2,000 ",$0,"$601,106 ",D000000091,BP,bp
1152,BRUNSWICKCORPORATION,70848751.28,17461609125,105646,13814.58092,2991786426,2,BRUNSWICK CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,brunswick,33%,67%,2018,"$19,192 ","$3,308 ","$55,500 ","$39,601 ",$0,$0,"$58,808 ",D000024496,BRUNSWICK CORP,brunswick
1153,BURNSMCDONNELLINC,453463725.2,22535341344,10562,3986.588307,1573148660,2,BURNS & MCDONNELL INC.,,OTHER THAN SMALL BUSINESS,2018,burns mcdonnell,41%,58%,2018,"$182,274 ","$140,180 ","$304,500 ","$262,376 ","$5,000 ",$0,"$450,080 ",D000024518,BURNS & MCDONNELL,burns mcdonnell
1154,BUTTERBALLLLC,9573501.2,9573501.2,9,5500,1400000000,1,BUTTERBALL LLC,,OTHER THAN SMALL BUSINESS,2018,butterball,83%,17%,2018,"$2,447 ","$2,447 ",$500,$500,$0,$0,"$2,947 ",D000024529,BUTTERBALL LLC,butterball
1155,CALIFORNIAWATERSERVICEGROUP,1462642223,1462941281,22,1133.75,565479472.8,2,CALIFORNIA WATER SERVICE GROUP,,OTHER THAN SMALL BUSINESS,2018,california water service,55%,45%,2018,"$25,540 ","$1,840 ","$44,900 ","$21,200 ",$0,$0,"$46,740 ",D000024575,CALIFORNIA WATER SERVICE GROUP,california water service
1156,CARDINALHEALTHINC,1708593894,83664003558,997049,27822.33576,95867439737,2,CARDINAL HEALTH INC.,,OTHER THAN SMALL BUSINESS,2018,cardinal health,37%,62%,2018,"$228,608 ","$51,964 ","$572,000 ","$385,220 ",$500,$0,"$625,944 ",D000021892,CARDINAL HEALTH,cardinal health
1157,CARNIVALCORPORATION,113874215.4,113874215.4,22,97200,15996000154,1,CARNIVAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,carnival,20%,41%,2018,"$141,775 ","$410,298 ","$24,000 ","$286,998 ","$1,850 ",$0,"$694,298 ",D000000832,CARNIVAL CORP,carnival
1158,CATERPILLARINC,908186785.9,7769714083,1744477,119628.7505,54594737319,2,CATERPILLAR INC.,,OTHER THAN SMALL BUSINESS,2018,caterpillar,28%,72%,2018,"$310,505 ","$106,588 ","$1,008,500 ","$804,599 ",$900,$0,"$1,116,438 ",D000000352,CATERPILLAR INC,caterpillar
1159,CENTENECORPORATION,3.27E+12,5.42E+12,10847,8367.048459,4.87E+11,2,CENTENE CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,centene,64%,29%,2018,"$634,083 ","$519,448 ","$354,671 ","$287,225 ","$27,500 ","$20,000 ","$984,754 ",D000024670,CENTENE CORP,centene
1160,CENTERPOINTENERGYINC,587825789.2,911992116.6,1080,7275.219114,6791557355,2,CENTERPOINT ENERGY INC.,,OTHER THAN SMALL BUSINESS,2018,centerpoint energy,36%,64%,2018,"$37,670 ","$32,635 ","$71,500 ","$66,345 ",$175,$0,"$104,310 ",D000024672,CENTERPOINT ENERGY,centerpoint energy
1161,CENTURYLINKINC,514290796.3,92797220514,11483,16164.74242,5258326865,2,CENTURYLINK INC.,,OTHER THAN SMALL BUSINESS,2018,centurylink,38%,55%,2018,"$426,236 ","$467,439 ","$586,210 ","$626,907 ","$69,570 ",$0,"$1,131,941 ",D000024683,CENTURYLINK,centurylink
1162,CERNERCORPORATION,68317776.59,91845251.62,32,16974.6,2851584585,2,CERNER CORPORATION,,OTHER THAN SMALL BUSINESS,2018,cerner,22%,51%,2018,"$119,723 ","$118,746 ","$279,000 ","$277,770 ","$140,935 ",$0,"$542,581 ",D000024686,CERNER CORP,cerner
1163,CFINDUSTRIESHOLDINGSINC,117386467.8,944737511.8,19,2000,2000000000,2,CF INDUSTRIES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2018,cf industries,30%,70%,2018,"$11,100 ",$382,"$37,000 ","$26,250 ",$0,$0,"$37,382 ",D000024688,CF INDUSTRIES,cf industries
1164,CHENEGACORPORATION,15444312661,2.4E+11,83422,122.527041,15031606.74,2,CHENEGA CORPORATION,,SMALL BUSINESS,2018,chenega,13%,88%,2018,"$2,755 ","$3,560 ","$18,500 ","$19,300 ",$0,$0,"$22,060 ",D000048580,CHENEGA CORP,chenega
1165,CHEVRONCORPORATION,64226167.78,168544977.3,3353,61774.06471,2.6E+11,2,CHEVRON CORPORATION,,SMALL BUSINESS,2018,chevron,6%,23%,2018,"$312,015 ","$599,620 ","$889,000 ","$1,165,121 ","$11,695 ","$3,662,500 ","$5,174,290 ",D000000015,CHEVRON,chevron
1166,CHSINC,52724589.29,54592421.31,312,6697.952165,153191509.1,2,CHS INC.,,OTHER THAN SMALL BUSINESS,2018,chs,31%,68%,2018,"$98,605 ","$52,050 ","$263,000 ","$214,541 ","$2,740 ",$0,"$317,790 ",D000024778,CHS INC,chs
1167,CISCOSYSTEMSINC,4599321673,8358393204,604,63674.80413,39019260580,2,CISCO SYSTEMS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,cisco systems,69%,25%,2018,"$1,122,824 ","$1,147,848 ","$373,500 ","$408,027 ","$89,585 ",$0,"$1,629,906 ",D000000374,CISCO SYSTEMS,cisco systems
1168,CITIGROUPINC,212271786.7,1.47E+12,593,249919.2548,12251145719,2,CITIGROUP INC.,,OTHER THAN SMALL BUSINESS,2018,citigroup,43%,45%,2018,"$986,352 ","$776,738 ","$1,243,496 ","$1,032,768 ","$51,471 ",$0,"$2,305,580 ",D000000071,CITIGROUP INC,citigroup
1169,CMACGM,257212607.1,44827949135,2402,9990.523183,7541181034,1,CMA CGM,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,cma cgm,44%,51%,2018,"$9,421 ","$1,437 ","$20,000 ","$11,000 ",$0,$0,"$21,437 ",D000064635,CMA CGM,cma cgm
1170,COBHAMPLC,42117572.79,70009249.92,180,4819.800206,967378925.9,2,COBHAM PLC,,OTHER THAN SMALL BUSINESS,2018,cobham,35%,65%,2018,"$73,000 ","$1,000 ","$207,000 ","$135,000 ",$0,$0,"$208,000 ",D000025006,COBHAM PLC,cobham
1171,COLLEGEOFAMERICANPATHOLOGISTS,127125987.9,185789603.4,279,565.1254222,151635684.6,2,COLLEGE OF AMERICAN PATHOLOGISTS,,OTHER THAN SMALL BUSINESS,2018,college american pathologists,49%,50%,2018,"$212,949 ","$7,034 ","$424,450 ","$217,515 ",$0,$0,"$431,484 ",D000000540,COLLEGE OF AMERICAN PATHOLOGISTS,college american pathologists
1172,COMTECHTELECOMMUNICATIONSCORP,6866495591,1.06E+11,14913,1296.757366,487554595.3,2,COMTECH TELECOMMUNICATIONS CORP.,,OTHER THAN SMALL BUSINESS,2018,comtech telecommunications,99%,0%,2018,"$7,803 ","$2,913 ","$5,000 ",$0,$0,$0,"$7,913 ",D000071009,COMTECH TELECOMMUNICATIONS,comtech telecommunications
1173,CONSOLIDATEDEDISONINC,2085561571,2166277250,3225,13188.36766,2.77E+12,2,CONSOLIDATED EDISON INC.,,OTHER THAN SMALL BUSINESS,2018,consolidated edison,95%,4%,2018,"$57,627 ","$41,807 ","$18,500 ","$2,545 ",$500,$0,"$60,807 ",D000025111,CONSOLIDATED EDISON INC,consolidated edison
1174,CORELOGICINC,111753246.7,296532767.4,18544,507492.4796,2054920594,2,CORELOGIC INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,corelogic,58%,41%,2018,"$36,120 ","$26,585 ","$35,000 ","$25,440 ",$0,$0,"$61,845 ",D000060812,CORELOGIC INC,corelogic
1175,COXENTERPRISESINC,44303788.21,485349421.1,1630,21683.6554,1194921520,2,COX ENTERPRISES INC.,PARTNERSHIP,OTHER THAN SMALL BUSINESS,2018,cox enterprises,45%,51%,2018,"$916,809 ","$379,799 ","$1,576,500 ","$1,030,206 ","$18,684 ",$0,"$2,025,483 ",D000000768,COX ENTERPRISES,cox enterprises
1176,CRAYINC,360687604.2,389867540.5,75,1018.66875,273597347.9,2,CRAY INC.,,OTHER THAN SMALL BUSINESS,2018,cray,64%,31%,2018,"$52,053 ","$32,410 ","$45,000 ","$25,351 ",$0,$0,"$81,327 ",D000045961,CRAY INC,cray
1177,CRHPLC,443831260.9,453626660.9,320,924321.2876,10640256050,2,CRH PLC,,OTHER THAN SMALL BUSINESS,2018,crh,28%,72%,2018,"$184,668 ","$28,638 ","$631,250 ","$475,220 ",$0,$0,"$659,888 ",D000066815,CRH PLC,crh
1178,CSLLIMITED,88707108.8,1252050455,28794,12221.40146,3017719919,2,CSL LIMITED,,OTHER THAN SMALL BUSINESS,2018,csl,34%,66%,2018,"$31,786 ","$8,799 ","$83,500 ","$60,500 ",$0,$0,"$92,299 ",D000025196,CSL LTD,csl
1179,CUBICCORPORATION,11333552478,1.28E+11,20809,3578.012627,559068050.9,2,CUBIC CORPORATION,,OTHER THAN SMALL BUSINESS,2018,cubic,27%,73%,2018,"$94,533 ","$67,173 ","$283,500 ","$256,135 ",$0,$0,"$350,673 ",D000021944,CUBIC CORP,cubic
1180,CUMMINSINC,874269531.9,4621285255,38625,5833.88544,2292078090,2,CUMMINS INC.,,OTHER THAN SMALL BUSINESS,2018,cummins,55%,42%,2018,"$139,086 ","$81,557 ","$162,000 ","$106,360 ","$1,000 ",$0,"$251,557 ",D000021945,CUMMINS INC,cummins
1181,CURTISSWRIGHTCORPORATION,351054601.9,1066252440,1702,8361.297707,83238974958,2,CURTISS-WRIGHT CORPORATION,,OTHER THAN SMALL BUSINESS,2018,curtisswright,64%,35%,2018,"$4,083 ","$1,413 ","$5,000 ","$2,250 ",$0,$0,"$6,413 ",D000025212,CURTISS-WRIGHT CORP,curtisswright
1182,DAIMLERAG,17256,17256,1,60000,50000000,1,DAIMLER AG,,OTHER THAN SMALL BUSINESS,2018,daimler ag,36%,64%,2018,"$8,352 ","$19,469 ","$4,000 ","$14,978 ",$0,$0,"$23,469 ",D000042631,DAIMLER AG,daimler ag
1183,DAIRYFARMERSOFAMERICAINC,128886137.6,184447048,823,5745.095729,61730651.85,2,DAIRY FARMERS OF AMERICA INC.,,OTHER THAN SMALL BUSINESS,2018,dairy farmers america,36%,64%,2018,"$61,335 ","$9,585 ","$163,000 ","$109,750 ",$0,$0,"$172,585 ",D000000119,DAIRY FARMERS OF AMERICA,dairy farmers america
1184,DAVITAINC,491570059.8,8020590878,127,49210.24444,6628915401,2,DAVITA INC.,,OTHER THAN SMALL BUSINESS,2018,davita,44%,52%,2018,"$621,463 ","$395,576 ","$974,500 ","$747,434 ","$51,925 ",$0,"$1,425,726 ",D000021951,DAVITA INC,davita
1185,THEDAYZIMMERMANNGROUPINC,13419766490,3.26E+11,4660,7745.911277,824372527.6,3,THE DAY & ZIMMERMANN GROUP INC,,OTHER THAN SMALL BUSINESS,2018,day zimmermann,42%,58%,2018,"$91,138 ","$60,686 ","$157,000 ","$126,477 ",$0,$0,"$218,686 ",D000025286,DAY & ZIMMERMANN,day zimmermann
1186,DCIINC,47339056.81,1568155233,24561,220.4688453,27026502.41,2,DCI INC.,,SMALL BUSINESS,2018,dci,7%,92%,2018,"$10,270 ","$130,270 ","$17,250 ","$137,250 ",$0,"$2,500 ","$150,020 ",D000021952,DCI GROUP,dci
1187,DEANFOODSCOMPANY,18671930.04,86538512.15,13944,9952.718643,1.92E+12,2,DEAN FOODS COMPANY,,OTHER THAN SMALL BUSINESS,2018,dean foods,22%,78%,2018,"$49,815 ","$163,800 ","$61,500 ","$175,475 ",$0,$0,"$225,300 ",D000021651,DEAN FOODS,dean foods
1188,DEERECOMPANY,199507183.4,6424105605,73288,40188.4986,8184823999,2,DEERE & COMPANY,,OTHER THAN SMALL BUSINESS,2018,deere,28%,72%,2018,"$219,888 ","$46,160 ","$731,000 ","$557,030 ",$310,$0,"$777,470 ",D000000408,DEERE & CO,deere
1189,DELOITTELLP,32359689574,5.76E+12,85107,10490.64256,2542450592,2,DELOITTE LLP,,OTHER THAN SMALL BUSINESS,2018,deloitte,46%,54%,2018,"$2,146,398 ","$915,599 ","$3,776,500 ","$2,537,856 ","$12,278 ",$0,"$4,711,058 ",D000000131,DELOITTE LLP,deloitte
1190,DELTAAIRLINESINC,74472338.63,17258912318,1567,80000,30000001007,2,DELTA AIR LINES INC.,,OTHER THAN SMALL BUSINESS,2018,delta air lines,40%,53%,2018,"$1,084,669 ","$719,072 ","$1,817,500 ","$1,432,701 ","$7,353 ",$10,"$2,713,635 ",D000000350,DELTA AIR LINES,delta air lines
1191,DOMINIONRESOURCESINC,20762099626,20952863599,321,11068.91951,5504988986,2,DOMINION RESOURCES INC.,,OTHER THAN SMALL BUSINESS,2018,dominion resources,46%,52%,2018,"$438,061 ","$265,540 ","$668,889 ","$491,055 ","$1,250 ",$0,"$948,179 ",D000000335,DOMINION RESOURCES,dominion resources
1192,DUKEENERGYCORPORATION,3499099337,3512858906,200,15882.74273,20079258540,2,DUKE ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2018,duke energy,28%,64%,2018,"$382,953 ","$229,419 ","$1,026,200 ","$872,017 ","$34,000 ",$0,"$1,369,819 ",D000000477,DUKE ENERGY,duke energy
1193,DYNETICSINC,4035466715,20111100155,14896,1369.855945,222413812.4,2,DYNETICS INC.,,SMALL BUSINESS,2018,dynetics,7%,93%,2018,"$14,503 ","$30,973 ","$173,500 ","$189,970 ",$0,$500,"$204,973 ",D000025614,DYNETICS INC,dynetics
1194,EATONCORPORATION,618246164.9,10133642404,13887,64454.41707,13614876746,2,EATON CORPORATION,,OTHER THAN SMALL BUSINESS,2018,eaton,21%,77%,2018,"$30,759 ","$84,572 ","$58,000 ","$111,294 ","$1,200 ",$0,"$144,022 ",D000025623,EATON CORP,eaton
1195,EDISONINTERNATIONAL,172057822.1,239750967.1,24,13928.77527,9520221371,2,EDISON INTERNATIONAL,,OTHER THAN SMALL BUSINESS,2018,edison,62%,38%,2018,"$280,979 ","$80,897 ","$371,600 ","$171,283 ","$1,000 ",$0,"$454,497 ",D000000239,EDISON INTERNATIONAL,edison
1196,ELBITSYSTEMSLTD,8404011188,14464178075,3022,6149.214722,1578289305,2,ELBIT SYSTEMS LTD.,,OTHER THAN SMALL BUSINESS,2018,elbit systems,13%,87%,2018,"$15,120 ","$19,181 ","$94,000 ","$97,977 ",$100,$0,"$113,281 ",D000043128,ELBIT SYSTEMS,elbit systems
